"MAXWATR_1","MAXWATR_2","FRACTEN","PERCRTE","PERCEXP","BASERTE","QB_POWR","AXV_BEXP","LOGLAMB","TISHAPE","TIMEDELAY"
321.088,147.031,0.752,333.381,14.737,17.457,7.461,2.485,7.632,4.773,0.739
241.025,81.593,0.452,880.433,1.644,261.781,9.155,0.676,5.18,3.604,1.084
52.06,49.513,0.872,116.769,11.181,994.202,5.094,1.291,8.784,2.919,0.761
150.085,200.836,0.941,787.356,8.037,611.084,9.721,0.667,9.435,2.532,0.36
454.242,91.44,0.832,400.763,6.889,293.824,4.482,1.053,8.829,3.615,0.773
436.115,198.721,0.836,876.588,8.007,757.447,6.536,1.263,8.969,4.192,1.962
246.82,230.307,0.67,736.697,6.74,692.261,7.786,2.341,9.649,3.076,0.944
458.994,35.89,0.072,802.309,6.097,183.656,8.733,1.098,5.102,4.589,0.555
192.905,91.371,0.764,165.108,8.537,587.464,6.197,2.748,8.093,3.002,0.511
246.271,216.299,0.934,485.967,10.679,616.822,7.239,2.997,9.828,4.989,1.061
405.573,62.161,0.144,372.199,3.915,564.576,8.219,1.364,5.788,4.372,1.295
341.907,185.785,0.886,576.909,8.491,508.057,1.956,1.386,8.427,2.786,0.682
177.304,120.045,0.257,545.476,10.643,997.131,5.929,2.454,9.863,3.015,1.105
62.085,143.542,0.304,695.804,18.97,774.903,9.266,0.269,5.085,3.575,1.156
79.718,158.951,0.088,578.74,4.314,445.923,3.223,0.036,8.759,3.99,0.923
50.934,32.059,0.417,388.8,10.502,854.614,6.365,0.828,6.867,4.838,1.172
60.217,140.741,0.136,142.343,16.934,223.878,3.107,1.593,9.564,3.058,0.116
166.675,34.119,0.123,21.982,3.867,292.481,3.729,0.779,6.208,2.397,1.649
103.119,199.765,0.682,474.004,19.191,408.082,5.914,2.063,7.711,4.163,1.144
99.274,78.201,0.658,484.502,7.868,805.786,9.652,0.119,7.15,3.473,0.974
382.968,94.557,0.113,268.135,11.756,227.601,3.714,2.044,5.273,2.886,0.538
110.26,83.255,0.341,778.445,5.697,720.825,6.25,0.333,7.819,3.341,0.486
210.95,163.373,0.297,746.829,7.341,685.791,5.243,0.583,6.093,4.128,0.359
292.743,217.014,0.111,373.908,13.504,485.718,9.9,1.643,9.715,2.547,1.211
317.133,124.838,0.305,455.45,8.522,536.011,9.193,0.748,7.618,2.983,1.876
193.564,175.636,0.898,337.47,12.999,554.749,2.088,0.922,8.208,3.663,0.983
351.767,159.816,0.554,985.901,9.585,515.687,9.33,2.632,7.466,2.186,0.19
432.819,38.87,0.539,147.592,5.214,293.092,6.092,2.74,6.071,4.565,1.827
292.441,98.512,0.379,512.273,12.016,276.429,7.599,2.377,8.838,4.205,0.899
349.268,196.167,0.255,778.323,3.356,41.993,2.661,2.651,5.669,4.763,1.232
266.705,29.642,0.52,985.474,14.826,474.732,9.45,0.556,7.839,2.79,1.8
330.865,174.222,0.701,171.029,6.847,332.154,7.428,1.827,8.923,4.307,1.065
439.218,66.432,0.676,393.134,9.381,852.6,4.839,0.169,5.898,4.011,0.289
477.863,177.847,0.09,119.76,8.359,850.22,7.283,0.557,8.417,3.234,1.58
264.508,76.443,0.496,570.439,11.282,938.599,7.191,0.283,7.189,4.293,1.394
252.094,167.905,0.793,920.289,6.072,360.23,4.095,2.447,8.184,4.986,0.376
125.146,195.728,0.341,612.309,15.788,165.04,9.64,0.221,9.214,3.034,1.633
334.271,143.954,0.831,968.14,10.396,718.628,5.018,1.144,6.88,3.548,1.575
106.03,26.648,0.834,285.652,5.091,778.809,8.247,2.694,8.855,4.899,1.07
379.974,100.009,0.501,991.577,16.185,867.066,2.135,2.807,5.513,3.196,0.533
107.074,186.801,0.324,758.181,12.195,119.996,9.175,1.949,7.276,4.149,1.631
490.854,72.475,0.847,346.747,2.339,710.511,6.847,0.938,5.798,2.153,0.546
353.113,239.948,0.785,429.937,10.078,253.663,9.387,2.207,6.456,4.941,0.481
65.216,53.702,0.41,5.503,17.136,980.103,4.181,2.329,9.379,3.032,0.462
441.388,241.788,0.403,872.682,3.331,456.666,5.938,1.931,6.528,3.383,1.535
379.315,184.714,0.704,507.695,1.647,771.851,7.096,0.884,5.628,4.232,0.991
202.82,86.578,0.302,123.3,18.873,915.772,3.463,1.159,9.474,2.884,1.215
334.326,164.966,0.457,834.963,6.362,536.133,9.815,1.966,9.78,3.726,1.454
247.314,95.972,0.627,551.762,9.146,127.931,7.653,0.519,5.474,4.364,0.688
130.804,140.659,0.466,119.516,19.358,262.574,4.2,0.959,8.047,3.709,0.71
70.325,177.435,0.691,184.334,3.779,498.292,3.555,1.145,5.78,2.815,1.976
111.523,240.332,0.194,66.416,16.957,292.969,1.809,0.341,6.777,2.598,0.391
228.473,105.008,0.456,486.455,3.452,561.646,6.962,0.488,9.894,4.615,1.584
148.822,25.742,0.169,341.193,8.355,587.769,5.984,1.149,6.656,2.827,1.253
297.028,204.324,0.459,466.924,14.362,995.239,4.255,1.25,6.476,3.478,0.271
179.941,42.262,0.604,762.27,7.266,26.429,5.349,1.628,7.588,3.455,0.401
377.612,153.65,0.882,803.225,2.085,448.731,4.573,2.184,6.677,2.491,0.716
433.752,167.548,0.802,542.729,15.041,26.612,8.961,2.888,5.687,3.58,0.423
81.146,101.767,0.1,780.642,9.208,31.129,8.955,0.206,9.068,2.235,1.948
240.723,169.58,0.797,435.553,1.928,892.578,3.197,1.459,8.779,4.619,1.203
152.612,41.15,0.432,303.23,11.585,948.731,9.073,0.685,9.177,3.991,1.711
421.228,184.357,0.164,524.663,16.776,684.326,4.404,0.763,7.457,4.018,1.618
373.877,159.253,0.093,958.008,16.864,159.181,5.685,0.426,6.255,4.458,0.875
467.92,48.95,0.668,506.841,14.972,926.758,9.956,2.388,8.14,4.616,0.614
466.547,78.256,0.927,803.103,14.83,352.418,2.9,0.69,9.161,2.854,0.827
417.383,94.434,0.271,511.724,10.277,35.157,2.02,2.941,7.988,3.23,0.282
215.399,171.31,0.575,889.527,12.019,751.343,9.478,2.158,9.637,3.626,1.055
449.133,86.469,0.13,424.566,8.566,965.088,3.608,1.421,9.579,4.415,1.327
79.306,155.421,0.944,21.067,9.065,89.906,9.576,1.941,7.133,4.495,1.612
299.445,98.306,0.872,262.336,13.295,121.705,2.344,1.758,5.263,3.65,1.272
267.969,211.328,0.542,890.626,8.422,328.126,1.703,1.829,6.953,3.078,0.539
362.671,207.703,0.631,871.583,7.615,942.871,7.192,2.999,7.566,2.954,0.992
142.285,50.049,0.319,779.299,1.334,486.329,9.666,1.178,8.936,4.9,0.395
435.043,61.269,0.111,50.852,17.202,736.878,8.755,1.222,6.799,2.355,0.984
114.874,28.873,0.664,531.865,9.361,680.298,6.176,0.27,7.431,3.286,1.078
265.717,230.966,0.104,182.992,10.618,769.409,3.717,1.554,6.627,4.239,0.883
421.393,177.298,0.548,641.727,17.794,568.482,9.168,1.587,9.557,4.196,1.489
55.933,71.912,0.147,338.386,18.488,827.637,6.647,1.985,9.783,3.417,0.771
125.668,75.331,0.505,988.342,11.264,799.378,1.442,2.534,5.862,4.417,1.108
180.161,171.132,0.438,304.755,18.167,459.534,5.555,0.976,5.1,2.648,1.24
489.069,179.495,0.427,772.585,12.339,418.091,9.467,1.616,9.196,3.44,0.584
287.387,106.972,0.491,35.227,3.249,783.753,6.927,1.738,9.221,4.652,1.201
497.308,227.231,0.191,141,4.031,846.558,7.98,1.644,8.799,2.766,0.683
483.575,220.694,0.882,28.94,15.8,112.916,1.72,1.649,8.559,2.164,0.229
250.885,125.443,0.622,340.949,6.884,408.326,6.813,0.895,7.507,3.528,1.854
50.165,130.881,0.498,522.344,13.652,524.781,4.345,0.214,9.285,4.962,1.009
241.272,155.682,0.611,685.306,15.524,782.471,3.775,0.809,9.232,3.445,0.808
470.612,187.845,0.281,501.104,15.716,21.607,7.621,2.571,6.511,3.962,0.463
100.702,148.239,0.105,404.181,16.083,258.179,8.766,0.785,5.052,4.754,0.622
297.137,78.586,0.542,289.924,15.767,11.109,7.808,0.922,8.651,2.788,1.953
329.108,101.273,0.915,721.805,15.531,46.998,1.979,2.073,8.786,4.6,1.913
119.269,209.488,0.554,635.38,8.062,397.095,7.705,0.323,8.495,4.406,1.673
353.992,127.008,0.252,709.231,3.584,876.709,7.33,2.4,6.232,4.361,1.884
96.445,241.335,0.321,475.164,1.885,114.32,4.593,2.524,6.777,2.523,1.494
385.028,199.875,0.38,594.609,13.838,3.297,1.41,2.727,6.111,4.546,1.347
294.391,212.674,0.619,941.529,7.496,848.755,8.21,1.537,5.178,2.125,0.391
273.764,29.848,0.223,235.42,11.357,126.527,4.861,1.319,6.726,3.354,0.434
165.851,101.822,0.689,590.458,16.56,981.079,6.703,1.43,9.247,2.759,1.677
147.009,159.747,0.909,540.288,9.948,137.452,5.388,1.56,6.598,2.283,0.778
457.016,191.786,0.239,947.327,13.379,531.8,8.386,0.806,7.766,2.583,0.42
53.131,74.026,0.567,53.842,14.12,324.341,8.623,1.335,8.727,3.347,1.516
117.566,101.08,0.722,703.372,9.929,730.225,3.692,0.403,6.886,2.48,0.31
360.529,131.046,0.832,36.753,14.167,11.354,2.774,2.985,6.411,2.188,0.897
127.728,78.476,0.408,669.315,12.808,415.894,3.313,0.259,5.172,2.405,1.532
104.355,189.04,0.333,55.246,12.832,319.398,5.525,0.796,8.193,4.381,0.503
154.892,230.128,0.722,173.409,15.523,78.187,2.018,2.82,5.903,2.749,1.06
88.342,126.678,0.642,454.839,18.121,161.378,3.67,0.281,6.127,4.746,0.241
310.678,74.672,0.669,333.076,17.962,388.245,3.349,1.19,6.784,3.037,0.503
228.967,225.116,0.698,17.344,5.059,848.877,1.982,0.469,8.939,4.183,0.863
212.46,95.436,0.496,467.352,10.346,12.757,3.257,1.938,8.222,2.593,1.634
95.648,52.768,0.79,10.142,13.717,621.949,9.685,0.818,5.626,3.006,1.301
107.294,103.195,0.471,743.045,7.158,26.734,4.574,0.032,6.541,3.303,1.86
263.794,200.012,0.702,353.034,7.893,162.598,4.564,2.761,5.999,4.445,0.765
372.668,75.482,0.93,543.706,10.607,420.167,6.509,2.223,5.077,4.55,1.945
130.2,76.965,0.716,399.908,17.69,84.474,9.205,1.121,8.42,4.867,1.978
121.741,159.198,0.203,763.43,6.914,891.846,7.291,1.137,7.904,4.804,1.834
371.075,51.944,0.657,778.933,11.05,862.915,3.97,0.9,7.309,2.914,1.721
212.103,176.913,0.464,856.813,6.87,603.394,1.625,0.447,9.859,3.343,1.408
459.296,95.505,0.428,232.307,7.473,867.554,7.219,0.269,9.974,4.8,1.897
468.909,79.657,0.451,589.604,17.713,854.736,3.758,2.654,8.109,2.783,1.574
281.921,198.199,0.544,189.705,5.885,60.304,9.123,1.475,9.689,4.888,1.907
345.532,32.581,0.44,11.24,10.008,500.489,2.226,1.127,9.368,3.619,1.126
494.15,67.531,0.283,192.94,14.706,824.28,1.842,0.488,6.743,4.167,0.213
376.019,192.953,0.37,723.025,16.723,623.902,3.726,2.5,6.046,2.824,0.598
165.796,221.765,0.237,184.09,1.677,505.372,4.379,0.937,9.753,3.516,1.117
115.094,49.197,0.823,402.472,5.27,934.692,7.296,1.794,6.545,4.023,1.557
403.403,126.308,0.188,246.162,2.21,619.69,5.169,2.042,6.213,2.425,1.123
96.417,76.773,0.093,84.604,19.269,658.814,3.521,1.272,5.624,4.347,0.281
356.683,213.168,0.809,703.494,7.594,34.059,9.667,2.582,9.112,4.078,1.056
357.013,115.225,0.46,685.184,16.393,519.166,8.751,1.743,8.715,2.446,1.41
221.909,161.244,0.456,256.904,13.843,26.917,8.64,1.254,9.294,3.383,0.492
126.328,103.346,0.345,354.071,2.701,454.163,8.706,0.146,6.953,2.441,0.988
265.112,209.9,0.207,553.227,16.335,198.731,6.823,2.934,5.427,4.741,0.219
244.321,90.712,0.566,849.672,16.719,98.206,1.249,1.966,5.559,3.321,1.5
384.259,44.473,0.205,144.174,13.462,204.713,9.682,1.362,5.541,3.94,0.831
96.912,27.472,0.218,714.114,14.735,369.874,7.163,0.218,6.744,3.86,0.572
283.13,120.032,0.93,677.249,4.999,643.067,4.248,2.586,9.338,2.253,1.674
325.977,203.418,0.848,839.845,11.168,425.782,1.879,1.77,9.004,2.434,1.681
224.243,156.506,0.106,546.391,14.536,887.207,4.863,0.248,6.184,2.013,0.31
324.768,28.68,0.865,519.292,16.08,96.925,7.906,1.552,9.32,3.791,0.719
83.453,65.018,0.929,97.787,12.84,5.006,7.929,2.568,6.271,4.656,1.697
121.576,123.74,0.476,862.672,1.86,152.223,6.881,1.53,9.713,4.31,0.526
387.582,28.749,0.051,578.19,18.018,561.097,2.251,2.405,5.92,4.687,1.038
66.589,228.522,0.085,191.658,3.027,335.694,2.11,1.727,8.429,2.281,0.286
61.646,86.633,0.937,310.065,6.928,88.38,1.224,0.125,9.612,2.371,1.41
122.62,228.192,0.545,546.635,12.444,116.456,3.441,0.697,9.535,4.318,0.664
491.101,54.938,0.709,920.167,8.482,931.397,8.948,0.549,5.333,3.212,1.122
390.961,59.799,0.762,166.39,3.623,528.199,7.716,2.599,8.282,4.975,1.115
274.945,47.495,0.052,924.195,10.303,629.761,7.224,1.029,6.212,4.764,0.819
494.727,175.293,0.286,964.844,8.793,550.782,3.004,0.645,9.629,4.309,1.433
114.819,148.816,0.212,187.996,13.478,829.59,3.852,0.386,6.687,4.02,1.638
78.784,151.892,0.397,967.285,13.812,659.668,6.893,0.802,8.123,3.077,1.758
271.869,171.64,0.119,349.006,2.566,533.082,7.039,0.189,8.336,3.038,1.89
239.954,212.152,0.738,537.846,3.89,718.994,9.76,0.472,6.356,4.45,1.102
333.53,105.434,0.37,852.602,4.974,899.963,3.385,1.061,9.655,3.565,1.382
498.984,57.643,0.809,900.941,4.186,782.288,8.566,0.661,7.5,3.519,0.771
262.036,74.329,0.916,786.623,16.577,439.942,8.044,2.258,6.135,4.363,0.151
208.945,72.585,0.096,725.161,6.635,864.319,2.343,0.275,8.027,3.273,0.996
401.343,75.867,0.75,379.401,15.185,872.559,5.715,1.476,6.511,3.118,1.257
195.129,231.049,0.392,78.867,12.907,744.385,2.606,0.97,5.76,3.366,0.32
140.198,71.747,0.792,507.573,3.983,468.018,1.824,2.127,7.855,2.467,1.737
184.308,120.718,0.55,295.539,14.074,651.001,1.623,1.67,5.976,3.199,0.732
433.698,216.849,0.65,59.702,2.728,502.076,7.657,2.676,9.85,3.434,1.419
71.176,25.233,0.375,250.069,11.784,420.472,6.891,0.39,9.904,2.484,1.877
404.941,154.762,0.154,262.275,16.766,526.429,9.849,0.128,5.088,4.955,1.396
472.424,53.29,0.823,191.17,12.815,362.549,6.64,1.599,7.054,3.369,0.128
385.248,114.951,0.258,761.111,11.509,410.035,2.733,0.382,8.111,4.005,0.977
130.31,204.132,0.285,358.649,11.841,912.842,5.089,1.449,6.842,4.364,0.3
311.996,31.386,0.315,230.537,16.756,916.565,1.091,0.964,8.635,4.534,0.844
322.543,230.019,0.336,800.844,12.452,486.878,6.505,1.972,8.049,3.105,1.481
147.504,208.774,0.728,808.962,3.215,537.964,3.937,2.054,7.881,2.754,0.24
317.572,53.867,0.281,216.194,5.98,212.769,4.859,1.524,6.031,3.202,1.501
292.303,207.126,0.516,533.086,5.321,402.711,3.176,1.851,9.212,2.281,1.765
319.714,158.209,0.254,879.152,13.715,773.194,9.422,1.539,9.991,2.468,1.406
397.498,168.976,0.088,764.895,11.247,756.592,2.558,0.23,9.498,3.332,1.482
488.849,207.51,0.702,384.406,1.327,827.759,2.388,1.099,7.993,3.7,1.449
301.752,89.902,0.77,227.913,15.851,630.738,8.551,1.63,9.136,3.706,0.903
167.883,114.594,0.467,49.57,6.191,340.089,6.983,1.796,7.704,4.79,1.078
277.719,190.028,0.865,111.398,9.372,711.487,6.206,1.017,7.883,3.685,1.959
449.298,163.126,0.103,702.762,18.731,99.244,2.686,1.913,7.944,2.756,1.99
368.054,35.602,0.843,865.48,8.927,720.459,3.112,0.245,9.825,3.892,1.2
445.178,95.917,0.512,732.18,19.383,923.096,5.885,1.23,8.998,4.898,1.648
441.937,199.545,0.217,123.422,16.463,344.605,9.86,1.838,6.7,4.471,0.469
344.214,216.052,0.555,604.008,1.566,624.512,9.881,2.032,5.486,3.651,0.118
72.275,53.468,0.789,755.435,18.269,636.78,8.03,1.801,5.805,3.229,1.83
305.872,249.506,0.416,645.267,2.74,584.229,6.438,1.309,9.335,2.464,1.93
261.432,95.56,0.319,51.889,16.236,72.389,5.758,0.966,5.827,4.442,0.937
192.053,138.104,0.343,544.682,18.196,360.596,1.947,0.293,7.435,3.211,1.772
76.889,156.41,0.166,297.92,7.794,814.026,3.174,0.756,8.288,2.416,0.558
319.769,52.328,0.707,348.029,9.598,748.902,2.601,2.125,9.171,4.699,1.841
106.113,86.208,0.161,613.834,2.367,34.242,2.607,1.229,8.33,4.463,0.604
296.835,221.999,0.103,404.852,11.533,325.257,9.445,1.376,6.035,2.781,1.012
187.384,30.411,0.711,831.667,19.399,267.213,2.37,2.3,7.104,3.377,1.204
196.667,240.826,0.121,980.713,18.316,999.756,1.477,2.594,5.421,4.132,0.831
439.575,62.903,0.21,587.406,14.127,396.973,3.017,2.808,9.358,2.429,0.112
371.762,36.659,0.209,722.72,11.561,971.252,7.489,1.175,9.533,4.839,0.331
493.353,148.788,0.126,731.814,9.245,228.394,9.5,2.321,7.984,2.968,1.159
84.113,93.472,0.202,744.754,1.234,725.22,1.658,0.182,5.292,2.109,0.336
195.349,90.753,0.077,307.868,10.579,838.623,1.82,1.812,7.526,2.078,1.878
58.899,197.211,0.291,10.508,4.855,285.401,5.928,2.756,7.274,4.813,1.809
61.206,30.603,0.615,412.604,13.664,401.856,7.245,1.2,7.224,4.131,0.748
126.959,184.769,0.603,717.898,11.894,35.279,6.444,0.187,9.782,3.511,1.967
312.793,196.826,0.4,205.086,13.58,521.485,7.592,2.057,8.135,4.42,0.776
101.691,169.058,0.223,283.821,6.726,186.158,5.947,2.877,5.8,3.679,1.999
325.043,63.754,0.057,398.81,4.774,41.871,3.128,1.434,6.573,2.508,1.663
471.49,75.784,0.645,358.527,12.785,644.654,9.116,2.014,6.11,3.745,1.936
305.157,171.915,0.588,632.45,15.614,857.056,6.835,2.311,9.155,3.811,0.855
254.868,159.267,0.77,826.235,8.258,449.769,3.991,0.49,7.004,3.72,0.428
310.239,243.202,0.065,656.314,7.628,701.721,7.173,1.421,8.498,4.265,0.198
60.41,158.278,0.28,590.397,12.906,385.804,5.49,2.705,9.072,2.564,1.552
312.244,41.974,0.114,532.475,13.065,692.139,3.49,0.599,7.574,4.088,1.26
216.498,143.076,0.146,386.115,18.634,35.035,6.108,0.007,6.236,4.38,1.225
77.548,128.175,0.146,189.034,12.851,781.311,7.221,2.679,7.856,4.952,0.967
266.293,33.144,0.449,425.848,19.577,111.878,3.13,1.597,6.174,2.73,0.735
495.825,147.278,0.772,462.408,2.252,271.973,4.142,1.684,6.233,3.554,1.356
462.042,62.711,0.599,897.096,13.332,846.314,6.334,2.584,7.187,2.285,1.649
282.8,218.854,0.363,711.185,13.047,159.913,5.168,1.738,8.488,3.534,1.787
445.508,52.246,0.44,199.227,18.59,222.657,1.457,0.13,8.301,3.418,1.153
131.381,202.992,0.55,247.139,9.798,661.682,9.467,0.136,6.277,3.811,1.172
92.023,26.236,0.246,785.769,12.256,957.642,9.586,1.828,9.833,4.798,1.319
483.163,97.194,0.897,303.291,17.619,848.694,5.577,1.071,7.168,2.758,0.841
72.412,28.735,0.728,698.245,7.03,829.102,9.569,2.259,5.19,3.948,1.742
425.018,77.487,0.05,343.634,13.374,701.538,1.682,0.205,5.745,4.537,1.566
104.053,107.837,0.917,502.935,12.522,961.914,4.155,0.08,7.104,3.831,0.358
485.278,173.645,0.174,173.348,11.901,248.536,5.337,1.707,7.913,4.515,0.439
134.21,216.08,0.105,254.524,10.474,551.392,1.992,0.422,9.365,2.454,0.759
219.519,236.432,0.546,726.809,2.062,644.287,4.746,0.942,8.097,2.644,0.574
414.362,47.22,0.618,376.105,8.591,146.607,8.746,2.196,8.386,2.087,1.209
387.115,33.597,0.363,796.023,18.722,457.154,8.553,2.951,5.798,3.182,0.319
153.821,135.687,0.102,268.318,18.659,933.838,1.077,2.639,6.923,3.196,1.016
294.775,163.647,0.575,704.105,4.767,452.149,8.954,1.984,8.97,2.97,0.618
374.316,215.283,0.333,826.174,4.6,345.704,2.775,0.85,9.326,3.447,1.048
272.418,128.738,0.396,896.607,3.229,737.427,4.044,1.648,7.687,2.424,0.411
484.015,51.724,0.362,977.173,10.103,797.486,9.762,1.699,6.845,3.779,0.472
240.393,42.743,0.472,456.793,12.518,409.424,1.719,0.615,8.383,2.853,1.341
458.636,123.52,0.858,726.931,4.477,88.746,8.331,2.043,5.87,4.055,1.818
109.052,172.629,0.25,176.644,17.623,374.39,8.054,0.489,6.404,3.385,1.246
464.349,114.072,0.445,429.083,14.997,54.566,1.572,2.245,5.201,3.759,1.155
110.535,160.846,0.314,94.003,14.383,339.6,9.457,2.324,9.62,4.964,0.838
210.73,135.358,0.486,761.965,11.785,718.506,9.633,1.75,5.265,3.288,0.147
299.17,133.325,0.105,631.84,7.847,51.759,8.831,1.263,7.515,2.741,0.366
219.931,28.859,0.888,458.563,15.003,902.405,6.764,1.754,8.071,3.557,1.488
237.701,146.976,0.564,893.678,8.109,562.623,5.213,2.682,6.208,4.554,0.576
317.737,200.946,0.12,159.921,1.533,956.299,5.234,1.131,6.586,2.9,0.19
441.443,150.519,0.148,354.743,14.438,947.998,8.429,2.14,7.916,3.625,0.541
121.96,74.274,0.323,599.858,9.224,548.584,5.783,1.979,5.997,3.845,0.485
85.541,226.132,0.379,138.07,9.839,72.144,6.969,2.04,5.64,4.749,0.102
82.382,135.866,0.18,256.416,9.604,333.07,6.562,1.868,6.308,4.867,1.556
429.111,93.019,0.061,95.285,2.757,812.561,9.752,1.461,5.512,2.983,0.656
354.431,203.693,0.199,1.231,6.534,785.889,7.146,1.63,8.356,3.432,0.825
129.843,80.495,0.169,580.632,3.443,665.1,7.652,2.231,6.836,3.449,1.657
248.715,63.026,0.61,214.913,9.928,400.941,2.075,1.761,7.932,3.269,1.559
129.816,239.371,0.392,971.314,17.414,123.658,6.51,0.065,5.488,3.867,0.631
78.07,145.932,0.108,611.698,13.865,317.261,8.911,1.217,9.024,4.201,0.197
467.645,169.113,0.405,973.511,13.763,733.765,3.695,2.317,7.889,4.182,1.837
100.427,113.605,0.38,471.929,11.618,502.686,8.077,1.882,7.018,4.258,1.8
468.002,108.51,0.442,335.029,12.359,136.292,2.031,0.833,9.06,4.93,1.083
385.522,220.886,0.894,727.054,12.439,243.653,5.61,0.55,8.367,4.418,1.715
122.235,179.221,0.698,807.497,19.961,716.187,4.732,0.202,5.828,3.848,0.348
483.466,150.656,0.464,375.861,12.056,534.546,7.316,1.133,9.393,2.764,0.165
486.487,172.821,0.683,34.922,18.158,81.3,4.109,2.255,7.211,4.025,0.936
338.007,92.868,0.537,197.152,2.797,238.648,5.497,2.671,8.079,4.695,1.718
401.398,180.923,0.302,848.268,8.693,645.142,3.398,0.891,7.021,3.861,1.941
392.828,163.455,0.535,35.288,9.278,317.506,5.117,0.131,9.084,3.719,1.075
371.79,188.422,0.116,315.192,17.175,793.213,7.968,2.405,7.313,4.743,0.425
133.386,54.498,0.585,121.347,11.488,671.631,1.899,0.766,7.218,4.741,0.364
282.526,28.763,0.277,411.261,4.064,775.513,1.68,0.919,9.03,2.145,1.404
420.679,245.496,0.768,55.185,16.298,478.028,9.125,0.41,5.476,2.403,1.125
278.186,207.538,0.431,32.969,12.481,333.253,1.279,2.671,9.486,2.168,1.516
395.63,176.282,0.705,427.252,9.749,393.067,1.998,0.336,5.588,3.003,0.182
379.535,43.539,0.827,855.836,4.106,678.589,6.327,1.539,7.647,4.395,1.328
212.213,77.982,0.362,255.012,12.97,869.263,4.211,2.512,6.374,3.927,1.217
192.712,165.021,0.185,391.852,13.956,114.015,3.068,1.771,6.559,3.948,1.353
408.813,169.69,0.257,558.11,7.336,547.364,7.71,0.424,7.258,4.228,1.282
375.058,247.047,0.284,625.553,11.199,186.585,1.236,0.21,9.951,4.123,1.389
228.72,73.683,0.35,290.595,19.827,320.374,7.291,1.062,5.473,2.866,1.014
270.166,232.202,0.469,540.044,7.29,866.211,3.962,2.007,7.603,4.587,0.136
241.052,240.167,0.324,34.433,8.055,440.186,6.39,1.695,7.955,3.696,1.178
252.478,156.232,0.276,899.659,19.151,59.327,5.529,1.888,5.582,3.643,1.866
145.142,157.385,0.292,144.052,11.047,523.926,3.703,1.619,8.313,2.705,1.577
