"MAXWATR_1","MAXWATR_2","FRACTEN","FPRIMQB","RTFRAC1","PERCRTE","PERCEXP","PERCFRAC","QBRATE_2A","QBRATE_2B","AXV_BEXP","TIMEDELAY"
457.538,86.606,0.279,0.543,0.222,710.086,17.001,0.13,0.117,0.134,2.682,1.525
346.027,106.436,0.278,0.065,0.342,814.333,7.663,0.932,0.159,0.016,1.939,0.845
357.562,184.055,0.354,0.051,0.502,503.545,8.215,0.127,0.041,0.082,0.61,1.081
400.134,188.641,0.533,0.879,0.821,531.987,18.056,0.883,0.186,0.162,1.362,1.417
121.631,58.179,0.417,0.856,0.909,813.478,13.005,0.487,0.118,0.053,0.742,0.521
214.85,34.476,0.288,0.668,0.865,800.173,14.724,0.349,0.158,0.066,2.669,1.322
489.178,74.301,0.385,0.199,0.37,264.778,17.743,0.713,0.236,0.101,0.409,1.074
459.406,84.903,0.051,0.161,0.846,398.321,4.138,0.339,0.19,0.022,1.98,0.756
132.645,61.076,0.492,0.52,0.356,624.454,15.993,0.386,0.175,0.232,0.305,0.337
376.349,111.49,0.105,0.375,0.387,840.7,3.303,0.372,0.123,0.142,2.709,0.459
114.819,236.047,0.545,0.416,0.531,181.161,7.262,0.184,0.06,0.072,1.61,0.304
294.061,187.68,0.592,0.35,0.795,526.494,18.56,0.752,0.005,0.18,1.1,1.797
163.187,32.622,0.432,0.842,0.253,36.081,11.16,0.452,0.066,0.227,1.619,1.117
99.026,145.561,0.054,0.155,0.437,756.777,6.818,0.872,0.249,0.114,1.133,0.258
401.672,108.331,0.25,0.759,0.25,886.964,4.372,0.941,0.153,0.242,0.529,0.105
182.88,94.736,0.858,0.411,0.366,765.749,11.231,0.832,0.074,0.097,1.15,0.163
460.614,92.978,0.444,0.713,0.752,929.81,7.817,0.67,0.173,0.189,1.408,0.303
71.78,85.356,0.868,0.772,0.379,20.457,17.394,0.072,0.047,0.215,0.822,1.521
182.742,114.25,0.336,0.199,0.874,618.595,7.347,0.764,0.147,0.145,0.756,1.211
432.599,139.615,0.443,0.487,0.949,965.699,19.928,0.934,0.155,0.174,1.584,1.205
124.323,59.525,0.761,0.385,0.459,157.601,16.022,0.144,0.142,0.201,1.937,1.668
371.57,113.715,0.634,0.569,0.466,685.306,5.977,0.886,0.128,0.027,1.014,0.568
240.091,139.189,0.305,0.541,0.786,972.595,7.43,0.257,0.249,0.137,1.651,1.745
287.085,237.805,0.074,0.676,0.13,17.1,10.973,0.304,0.194,0.23,1.727,0.164
317.902,64.249,0.109,0.571,0.06,751.834,13.601,0.088,0.112,0.062,1.376,0.224
64.117,137.527,0.052,0.4,0.298,373.419,18.973,0.417,0.214,0.149,1.753,1.736
281.482,213.69,0.07,0.178,0.528,912.843,7.703,0.136,0.057,0.059,0.161,0.799
68.237,58.948,0.283,0.07,0.283,241.707,3.514,0.123,0.074,0.077,2.471,1.84
399.53,240.414,0.156,0.477,0.669,542.119,14.7,0.682,0.103,0.137,1.71,1.331
156.403,106.326,0.149,0.486,0.085,430.059,10.326,0.658,0.202,0.24,1.454,1.492
189.114,152.373,0.716,0.291,0.663,54.636,6.614,0.113,0.058,0.076,0.796,0.773
166.51,80.618,0.171,0.751,0.15,563.847,9.491,0.341,0.18,0.146,0.719,0.238
450.287,94.186,0.884,0.837,0.646,55.307,2.222,0.247,0.199,0.246,0.004,0.908
326.746,100.092,0.372,0.722,0.225,218.514,14.475,0.297,0.172,0.118,0.527,0.805
434.027,173.068,0.535,0.387,0.543,942.994,4.467,0.111,0.122,0.247,1.811,0.331
249.677,114.072,0.584,0.46,0.274,523.564,7.223,0.305,0.134,0.228,2.814,1.733
351.273,167.094,0.337,0.354,0.326,641.544,11.531,0.898,0.139,0.031,1.467,0.223
319.632,126.665,0.654,0.937,0.84,493.108,2.179,0.554,0.129,0.231,0.272,1.482
77.74,74.905,0.816,0.183,0.872,214.241,17.247,0.539,0.074,0.142,2.74,1.369
392.334,52.905,0.649,0.75,0.845,133.798,18.497,0.255,0.011,0.047,1.843,1.749
59.283,188.724,0.483,0.937,0.216,567.753,6.003,0.52,0.119,0.235,2.699,1.785
348.444,94.241,0.612,0.204,0.598,784.548,15.614,0.701,0.084,0.179,1.592,0.98
132.864,124.248,0.828,0.404,0.1,179.635,13.739,0.676,0.213,0.107,0.421,1.519
355.695,112.149,0.906,0.158,0.217,683.475,8.814,0.09,0.213,0.175,2.366,0.888
152.887,146.756,0.479,0.563,0.135,437.872,15.521,0.496,0.235,0.172,2.087,1.103
335.809,85.068,0.454,0.878,0.784,636.844,19.914,0.793,0.091,0.087,0.553,0.637
391.455,200.122,0.2,0.601,0.116,842.775,7.55,0.341,0.042,0.24,2.446,0.346
82.025,71.774,0.51,0.28,0.644,455.694,7.9,0.182,0.067,0.175,0.103,1.472
287.909,136.264,0.619,0.921,0.393,376.105,10.804,0.831,0.18,0.112,2.36,1.179
53.296,73.45,0.162,0.307,0.858,770.998,19.36,0.834,0.195,0.201,1.599,1.338
200.018,204.819,0.71,0.942,0.892,102.67,8.577,0.501,0.217,0.032,0.79,0.138
144.949,40.862,0.932,0.362,0.331,159.615,1.966,0.847,0.178,0.163,0.809,0.702
107.404,216.08,0.08,0.055,0.749,875.856,7.534,0.41,0.245,0.089,0.682,1.586
483.575,52.603,0.833,0.835,0.629,305.549,9.76,0.403,0.115,0.138,2.299,1.322
369.427,32.663,0.709,0.507,0.315,125.619,15.136,0.704,0.193,0.17,1.48,1.141
173.157,236.652,0.356,0.161,0.397,894.776,6.599,0.302,0.229,0.069,1.818,1.675
329.932,88.501,0.619,0.801,0.64,956.055,11.929,0.457,0.134,0.245,2.177,0.976
191.943,121.46,0.445,0.547,0.206,94.736,15.974,0.627,0.033,0.185,1.023,1.205
281.317,242.392,0.212,0.158,0.338,609.501,11.824,0.466,0.066,0.09,1.056,0.474
354.871,57.904,0.091,0.216,0.393,156.014,6.163,0.691,0.125,0.072,2.964,0.183
480.664,213.965,0.173,0.11,0.152,355.475,4.785,0.194,0.074,0.023,0.575,1.743
210.016,54.031,0.407,0.488,0.196,978.882,17.562,0.456,0.141,0.166,2.374,1.651
51.483,112.094,0.248,0.357,0.395,331.183,6.239,0.169,0.147,0.139,1.874,1.719
408.649,183.231,0.544,0.47,0.425,295.295,10.363,0.459,0.249,0.091,0.394,0.959
84.525,99.199,0.31,0.736,0.538,517.522,10.214,0.604,0.008,0.121,0.591,1.585
307.3,37.854,0.705,0.773,0.705,335.456,4.108,0.882,0.113,0.1,1.066,0.161
335.095,191.278,0.818,0.538,0.916,137.46,11.006,0.802,0.008,0.221,0.624,1.954
203.534,122.202,0.112,0.753,0.112,813.6,2.491,0.1,0.009,0.221,2.922,1.552
339.16,35.986,0.431,0.442,0.488,755.862,17.588,0.797,0.223,0.062,1.799,1.88
82.3,150.354,0.255,0.323,0.255,835.451,13.608,0.432,0.237,0.224,2.565,1.156
368.713,211.823,0.792,0.522,0.279,491.46,13.78,0.164,0.171,0.095,2.424,1.055
318.506,212.866,0.698,0.912,0.177,250.984,16.567,0.093,0.041,0.131,1.304,1.392
97.9,190.454,0.886,0.506,0.766,627.933,17.569,0.668,0.232,0.249,0.912,0.199
413.538,127.887,0.158,0.144,0.917,833.254,6.543,0.823,0.175,0.02,0.052,0.942
211.664,112.863,0.463,0.111,0.604,859.01,7.102,0.264,0.098,0.068,0.036,0.685
437.268,108.99,0.74,0.54,0.303,604.74,7.768,0.659,0.056,0.215,0.046,0.55
156.512,188.779,0.883,0.773,0.257,832.155,6.406,0.927,0.089,0.054,1.232,1.212
188.867,134.863,0.785,0.511,0.932,597.66,8.793,0.271,0.01,0.029,0.411,1.137
342.621,155.49,0.381,0.851,0.697,927.369,11.296,0.575,0.188,0.236,1.576,0.175
172.937,114.594,0.848,0.432,0.476,915.772,16.294,0.13,0.241,0.073,1.986,1.338
310.843,120.512,0.109,0.069,0.632,426.703,16.8,0.944,0.023,0.238,2.416,0.464
196.613,170.596,0.549,0.286,0.577,52.622,11.449,0.872,0.031,0.038,1.904,1.864
422.656,112.891,0.486,0.852,0.598,390.631,7.828,0.542,0.083,0.02,0.798,1.409
415.405,103.333,0.675,0.834,0.95,513.188,7.04,0.631,0.236,0.172,1.481,1.385
100.098,28.955,0.235,0.751,0.403,787.112,19.369,0.319,0.122,0.241,0.581,0.822
122.537,216.862,0.82,0.096,0.416,359.809,3.246,0.111,0.184,0.216,1.468,1.295
461.932,138.901,0.481,0.215,0.516,325.324,15.183,0.104,0.193,0.076,1.317,1.389
354.596,223.88,0.793,0.628,0.526,911.5,14.909,0.548,0.143,0.227,2.23,0.852
143.823,232.092,0.062,0.355,0.645,956.543,9.971,0.147,0.207,0.157,1.148,1.583
150.662,146.55,0.201,0.94,0.81,172.311,16.309,0.505,0.2,0.013,1.656,1.419
342.264,228.288,0.31,0.324,0.343,19.968,5.102,0.438,0.115,0.127,1.855,0.914
358.99,159.28,0.928,0.745,0.535,839.235,10.122,0.427,0.105,0.235,0.865,0.623
213.943,51.628,0.525,0.082,0.571,844.179,17.793,0.491,0.196,0.165,1.796,1.885
454.462,60.898,0.945,0.177,0.543,759.89,5.85,0.191,0.212,0.194,1.015,1.006
441.388,200.259,0.917,0.076,0.545,711.795,2.041,0.882,0.029,0.021,0.331,1.259
250.885,94.681,0.452,0.357,0.318,501.348,10.679,0.622,0.103,0.162,2.781,0.86
261.761,174.826,0.05,0.52,0.114,857.057,19.756,0.498,0.132,0.094,1.506,0.253
311.365,196.991,0.433,0.667,0.292,846.437,10.152,0.611,0.196,0.078,1.204,0.605
375.69,199.271,0.891,0.501,0.821,302.131,13.425,0.281,0.006,0.184,0.684,1.194
296.478,203.61,0.151,0.414,0.285,10.386,18.439,0.105,0.065,0.216,0.923,0.928
157.172,199.875,0.544,0.311,0.327,730.105,5.989,0.542,0.004,0.189,2.929,1.625
202.545,197.073,0.608,0.7,0.672,757.205,17.47,0.915,0.013,0.028,2.869,0.242
418.976,108.633,0.189,0.622,0.147,699.1,16.236,0.554,0.1,0.187,2.507,0.608
254.016,55.597,0.658,0.688,0.77,246.345,15.95,0.252,0.219,0.176,2.825,0.882
482.669,35.478,0.143,0.478,0.807,355.414,4.313,0.321,0.029,0.1,2.237,1.884
399.75,177.023,0.72,0.585,0.868,222.298,17.122,0.38,0.002,0.012,2.016,0.521
425.348,101.932,0.539,0.897,0.511,35.532,1.791,0.619,0.212,0.2,0.575,1.981
319.495,130.963,0.244,0.536,0.518,319.587,2.795,0.909,0.035,0.122,1.159,0.837
383.572,171.599,0.864,0.903,0.292,553.166,4.694,0.239,0.133,0.205,0.619,0.304
148.053,180.374,0.056,0.098,0.45,745.486,9.528,0.567,0.082,0.212,2.271,1.431
202.161,130.743,0.185,0.683,0.171,377.203,4.038,0.722,0.183,0.075,0.453,0.404
262.091,180.923,0.671,0.083,0.945,282.112,2.19,0.832,0.004,0.05,1.338,0.902
156.952,164.828,0.205,0.652,0.127,34.311,3.568,0.408,0.105,0.065,2.295,0.32
378.079,165.117,0.159,0.1,0.289,638.614,16.077,0.333,0.081,0.126,0.743,0.582
460.257,196.977,0.26,0.206,0.896,180.611,5.742,0.722,0.02,0.029,1.584,0.114
253.357,227.753,0.127,0.459,0.134,225.35,18.39,0.642,0.041,0.075,0.349,0.675
149.344,225.871,0.571,0.35,0.407,356.879,7.57,0.669,0.098,0.066,0.745,1.934
450.232,73.065,0.408,0.066,0.19,787.844,14.828,0.698,0.212,0.028,1.286,1.546
190.872,135.674,0.375,0.471,0.631,644.474,4.758,0.496,0.004,0.063,2.448,0.283
105.536,175.595,0.141,0.059,0.295,125.131,7.371,0.79,0.156,0.241,1.947,0.318
206.39,97.922,0.165,0.719,0.059,308.234,9.255,0.471,0.008,0.1,2.789,1.097
400.024,106.628,0.478,0.368,0.878,199.715,16.484,0.702,0.041,0.1,1.139,1.138
150.964,138.763,0.695,0.539,0.717,15.391,17.147,0.93,0.106,0.153,2.917,0.774
153.931,222.644,0.21,0.41,0.386,684.085,19.156,0.716,0.022,0.228,2.966,0.361
318.396,95.038,0.193,0.737,0.391,580.815,18.761,0.203,0.223,0.175,2.75,1.507
103.888,144.009,0.692,0.751,0.32,461.797,6.791,0.657,0.216,0.083,2.58,1.757
353.827,94.516,0.374,0.821,0.184,971.802,9.505,0.464,0.151,0.018,2.108,1.44
191.01,101.657,0.869,0.259,0.131,994.751,18.736,0.428,0.217,0.173,2.844,1.332
159.314,222.919,0.888,0.581,0.846,621.83,5.959,0.451,0.214,0.077,2.358,1.798
396.399,82.843,0.514,0.221,0.492,937.745,19.29,0.544,0.016,0.226,2.86,1.092
65.161,131.677,0.641,0.06,0.388,873.536,11.251,0.44,0.126,0.035,1.684,0.917
240.668,150.217,0.261,0.619,0.325,497.686,17.678,0.681,0.019,0.012,0.053,1.839
135.062,187.309,0.938,0.224,0.196,348.578,14.722,0.283,0.206,0.024,0.307,0.495
385.907,211.191,0.702,0.701,0.8,209.114,6.221,0.37,0.156,0.076,0.887,0.408
443.53,33.02,0.282,0.216,0.331,950.684,10.602,0.237,0.127,0.094,1.669,1.261
98.395,75.565,0.18,0.412,0.588,308.967,13.814,0.823,0.234,0.175,2.333,1.81
252.615,39.323,0.757,0.272,0.663,242.622,3.692,0.188,0.155,0.116,1.679,1.59
153.546,241.348,0.143,0.126,0.431,124.887,15.865,0.093,0.165,0.071,0.41,1.704
426.337,103.085,0.663,0.683,0.824,822.389,14.162,0.809,0.009,0.241,1.578,1.877
230.45,207.291,0.664,0.667,0.573,743.045,3.823,0.46,0.13,0.215,2.112,0.451
322.488,177.092,0.394,0.281,0.426,858.827,9.759,0.456,0.008,0.212,0.727,0.492
206.693,45.146,0.203,0.369,0.093,390.57,3.794,0.345,0.114,0.214,1.475,0.509
419.8,206.604,0.48,0.548,0.93,85.458,18.358,0.207,0.05,0.162,0.316,1.653
181.424,211.15,0.439,0.815,0.64,111.764,9.369,0.566,0.025,0.008,2.247,0.358
88.947,172.574,0.719,0.18,0.459,108.285,13.286,0.205,0.052,0.241,1.239,0.976
54.944,187.653,0.144,0.693,0.115,348.883,12.778,0.218,0.093,0.172,0.848,1.471
240.063,72.351,0.516,0.66,0.826,867.677,2.605,0.93,0.161,0.091,2.509,1.535
406.836,145.41,0.602,0.806,0.581,800.783,3.746,0.848,0.107,0.025,2.52,1.914
313.013,185.291,0.398,0.542,0.124,236.824,1.083,0.106,0.222,0.108,0.453,0.784
57.361,203.583,0.6,0.517,0.516,864.015,12.342,0.865,0.025,0.192,1.069,0.321
130.035,165.213,0.117,0.138,0.82,254.28,17.822,0.929,0.002,0.193,2.543,1.297
247.479,35.19,0.193,0.826,0.509,942.505,15.628,0.476,0.039,0.164,0.778,1.249
57.498,226.53,0.725,0.57,0.772,184.029,18.016,0.051,0.141,0.036,1.55,0.525
457.043,49.005,0.083,0.222,0.568,685.794,2.777,0.085,0.085,0.032,0.418,1.578
173.267,95.203,0.073,0.329,0.087,922.364,3.347,0.937,0.023,0.007,2.111,0.213
456.384,160.516,0.195,0.542,0.259,906.983,15.681,0.545,0.03,0.069,0.987,1.666
109.875,113.605,0.932,0.878,0.215,66.66,8.677,0.709,0.233,0.221,1.677,1.146
119.598,56.064,0.732,0.2,0.83,656.376,19.84,0.762,0.133,0.187,1.666,0.505
94.989,135.165,0.5,0.882,0.359,242.317,18.504,0.052,0.158,0.173,1.22,0.178
350.586,117.285,0.939,0.918,0.243,925.782,15.621,0.286,0.138,0.056,2.145,0.671
297.632,172.766,0.18,0.219,0.166,337.409,13.793,0.212,0.208,0.08,2.454,1.362
303.784,176.721,0.108,0.921,0.29,624.515,7.819,0.397,0.165,0.164,2.635,1.544
424.304,59.222,0.43,0.534,0.191,271.248,16.516,0.738,0.18,0.243,1.646,0.397
210.867,72.063,0.617,0.817,0.368,931.092,10.909,0.37,0.225,0.067,2.068,1.087
115.286,62.724,0.948,0.861,0.248,499.944,10.622,0.809,0.196,0.21,1.147,0.975
148.657,209.46,0.474,0.758,0.727,227.059,15.964,0.916,0.111,0.196,0.213,1.877
145.169,91.728,0.368,0.703,0.132,605.412,9.063,0.096,0.216,0.038,1.487,1.387
151.733,192.981,0.753,0.391,0.493,302.253,8.079,0.75,0.218,0.131,1.88,1.4
462.097,166.01,0.34,0.121,0.341,152.108,9.651,0.392,0.186,0.045,0.469,1.87
143.494,60.321,0.23,0.507,0.688,571.049,3.955,0.792,0.118,0.024,2.604,0.656
241.437,179.825,0.319,0.316,0.551,195.198,8.591,0.55,0.163,0.018,1.089,0.476
433.698,45.462,0.817,0.104,0.853,970.093,10.085,0.65,0.126,0.185,2.125,1.793
122.839,209.076,0.302,0.483,0.098,452.886,1.71,0.423,0.028,0.076,0.106,0.899
50.467,152.702,0.092,0.275,0.167,980.896,4.063,0.375,0.106,0.164,2.815,1.302
309.525,211.699,0.76,0.286,0.088,17.527,19.714,0.154,0.132,0.246,2.09,0.59
106.58,164.911,0.895,0.222,0.53,410.895,9.67,0.823,0.091,0.157,0.179,1.348
229.901,149.448,0.72,0.735,0.164,622.196,13.698,0.258,0.103,0.049,1.458,1.482
408.264,153.375,0.211,0.373,0.484,368.415,15.969,0.285,0.228,0.114,0.438,1.199
62.772,211.589,0.574,0.257,0.339,726.992,17.051,0.315,0.229,0.004,1.257,1.248
225.891,125.909,0.377,0.295,0.489,308.845,2.888,0.646,0.141,0.098,0.013,0.758
460.037,160.612,0.595,0.771,0.641,609.806,7.996,0.336,0.122,0.153,2.218,1.792
417.548,51.23,0.245,0.778,0.666,576.298,5.776,0.728,0.135,0.082,0.348,1.574
107.733,83.969,0.585,0.245,0.507,206.185,8.614,0.281,0.054,0.108,2.248,1.471
414.252,76.169,0.535,0.53,0.605,842.409,2.779,0.516,0.101,0.061,2.645,0.842
316.418,175.568,0.589,0.841,0.512,998.291,3.964,0.254,0.194,0.234,2.105,0.956
337.952,146.344,0.745,0.738,0.119,899.659,9.438,0.088,0.189,0.044,2.219,0.639
415.021,28.873,0.928,0.396,0.379,598.515,11.764,0.702,0.207,0.039,2.17,1.469
179.803,200.864,0.554,0.255,0.539,827.272,11.806,0.77,0.158,0.21,1.346,0.95
229.187,86.469,0.286,0.095,0.589,540.776,18.669,0.467,0.086,0.167,1.611,1.587
380.057,124.138,0.505,0.15,0.355,576.603,11.67,0.865,0.178,0.145,2.938,0.195
326.251,234.976,0.849,0.682,0.624,588.749,5.789,0.103,0.026,0.048,2.984,0.579
71.204,118.878,0.686,0.829,0.123,965.088,12.982,0.843,0.18,0.059,1.794,1.317
191.833,242.694,0.84,0.709,0.419,799.563,19.355,0.512,0.231,0.136,2.469,1.818
399.091,208.115,0.834,0.161,0.601,339.972,16.649,0.217,0.087,0.246,0.693,0.171
432.104,31.702,0.638,0.594,0.66,97.177,11.456,0.555,0.157,0.247,0.164,0.806
106.937,229.497,0.095,0.73,0.59,161.08,8.785,0.789,0.16,0.195,2.744,0.371
499.011,45.599,0.562,0.631,0.443,866.945,3.936,0.416,0.146,0.151,2.894,0.137
191.119,205.423,0.473,0.097,0.339,165.414,16.468,0.319,0.019,0.133,1.398,1.715
276.208,228.632,0.334,0.54,0.138,487.066,8.668,0.343,0.091,0.027,2.657,1.445
312.82,105.461,0.104,0.318,0.277,657.657,3.636,0.166,0.204,0.061,0.827,1.133
104.657,126.816,0.59,0.363,0.687,834.108,18.096,0.707,0.187,0.045,2.761,1.651
172.415,41.191,0.162,0.602,0.419,665.958,16.596,0.161,0.01,0.045,0.896,0.326
443.997,149.736,0.544,0.414,0.463,206.978,5.946,0.103,0.082,0.235,1.511,1.651
60.822,242.886,0.325,0.798,0.74,420.782,9.723,0.711,0.068,0.039,1.801,0.851
481.653,230.06,0.343,0.933,0.828,84.238,14.503,0.121,0.25,0.014,1.238,0.132
125.806,180.457,0.829,0.579,0.892,871.583,3.718,0.21,0.1,0.057,0.155,0.485
73.318,150.066,0.694,0.7,0.402,906.678,18.981,0.209,0.243,0.181,0.484,0.269
297.577,122.641,0.937,0.709,0.746,596.806,7.13,0.126,0.058,0.236,1.733,1.688
186.945,27.774,0.118,0.72,0.104,58.481,1.689,0.202,0.182,0.019,0.492,0.639
181.506,138.434,0.341,0.327,0.593,505.132,1.496,0.077,0.21,0.024,2.816,0.165
90.485,120.828,0.843,0.333,0.323,963.257,11.328,0.076,0.223,0.147,0.078,1.247
394.421,70.648,0.068,0.059,0.877,454.839,18.817,0.291,0.072,0.137,2.712,0.203
61.206,174.963,0.072,0.421,0.41,444.83,14.499,0.615,0.101,0.174,1.112,0.814
369.537,154.007,0.204,0.696,0.106,956.421,10.567,0.603,0.01,0.152,2.951,1.758
393.652,173.975,0.576,0.235,0.667,626.957,16.326,0.4,0.131,0.183,1.155,0.83
338.116,92.813,0.153,0.305,0.913,160.043,11.634,0.223,0.047,0.138,2.999,0.344
127.509,69.687,0.6,0.409,0.48,314.582,4.217,0.057,0.011,0.06,2.492,0.991
151.569,164.554,0.893,0.373,0.654,222.054,12.052,0.645,0.162,0.226,2.904,1.851
343.829,198.062,0.56,0.619,0.743,830.934,12.469,0.588,0.214,0.162,1.274,1.061
318.533,110.954,0.46,0.794,0.197,400.824,11.893,0.77,0.113,0.084,0.63,1.337
486.404,103.484,0.57,0.641,0.476,699.649,15.344,0.065,0.176,0.172,0.285,1.987
316.556,165.996,0.071,0.581,0.862,814.394,4.573,0.28,0.097,0.125,2.325,1.368
83.948,167.877,0.574,0.529,0.23,514.897,14.225,0.114,0.173,0.07,1.885,0.666
286.151,233.823,0.383,0.397,0.052,247.2,16.073,0.146,0.01,0.142,1.833,1.234
256.351,165.337,0.105,0.22,0.854,571.232,19.695,0.146,0.196,0.173,1.443,0.145
66.287,244.987,0.483,0.433,0.529,234.81,5.621,0.449,0.029,0.06,1.093,1.543
294.556,39.832,0.942,0.466,0.555,246.59,10.843,0.772,0.069,0.088,2.029,1.729
125.421,171.036,0.874,0.857,0.825,437.384,2.802,0.599,0.212,0.149,2.472,1.58
437.708,167.657,0.516,0.69,0.571,697.513,10.718,0.363,0.041,0.116,2.679,0.109
104.492,233.301,0.841,0.229,0.089,660.16,9.98,0.44,0.056,0.014,1.723,0.515
405.984,129.192,0.213,0.272,0.09,255.318,12.468,0.55,0.166,0.235,1.752,0.146
52.472,158.292,0.134,0.757,0.598,966.675,18.722,0.246,0.239,0.239,1.974,1.817
420.514,74.026,0.791,0.882,0.826,585.331,11.829,0.198,0.102,0.032,0.01,0.957
194.388,221.806,0.916,0.323,0.371,433.538,5.798,0.897,0.212,0.128,1.253,1.916
57.471,96.411,0.095,0.678,0.728,38.096,13.339,0.728,0.207,0.238,2.61,0.704
154.974,171.53,0.8,0.359,0.111,149.056,17.066,0.05,0.176,0.02,2.347,0.597
215.674,161.45,0.158,0.503,0.074,420.904,12.597,0.917,0.241,0.088,0.525,0.439
347.29,154.089,0.921,0.206,0.562,582.524,16.929,0.174,0.063,0.121,0.647,0.843
432.159,137.198,0.218,0.279,0.176,872.926,3.878,0.105,0.138,0.028,1.13,1.631
472.864,37.579,0.389,0.704,0.332,619.389,5.077,0.546,0.161,0.105,0.851,1.757
94.44,114.896,0.779,0.388,0.709,677.127,1.55,0.618,0.038,0.215,1.808,0.945
67.194,234.866,0.724,0.766,0.935,159.554,8.489,0.363,0.115,0.21,0.467,1.229
271.375,234.125,0.258,0.291,0.842,384.528,8.575,0.102,0.234,0.003,1.517,1.4
327.295,69.604,0.54,0.684,0.645,793.947,7.142,0.575,0.114,0.221,0.918,0.747
430.566,67.627,0.699,0.794,0.305,865.236,10.166,0.333,0.087,0.05,1.565,1.6
257.477,51.395,0.495,0.857,0.544,537.48,3.683,0.396,0.185,0.085,0.605,0.415
103.448,132.803,0.918,0.929,0.56,369.025,12.265,0.362,0.2,0.243,0.697,1.327
85.486,161.395,0.431,0.461,0.234,676.517,6.404,0.472,0.103,0.021,2.006,0.446
247.04,66.171,0.867,0.704,0.663,173.958,14.014,0.858,0.023,0.204,2.726,0.276
195.404,65.182,0.733,0.37,0.136,754.519,4.523,0.546,0.037,0.165,0.062,1.071
345.258,221.848,0.168,0.209,0.196,280.891,9.774,0.25,0.094,0.196,1.863,1.835
228.143,190.756,0.879,0.436,0.723,40.171,12.14,0.445,0.015,0.017,1.727,0.759
321.692,183.478,0.171,0.135,0.747,924.073,19.773,0.314,0.086,0.235,1.249,1.99
270.715,152.716,0.371,0.736,0.575,52.988,9.159,0.486,0.18,0.24,0.207,1.811
266.65,106.079,0.548,0.619,0.429,502.935,5.694,0.105,0.014,0.218,0.537,1.442
57.718,190.825,0.39,0.463,0.576,614.201,10.863,0.888,0.226,0.16,2.228,1.335
61.041,147.415,0.213,0.343,0.67,16.978,10.382,0.777,0.029,0.205,0.11,0.456
293.951,109.183,0.425,0.854,0.855,241.585,17.173,0.564,0.141,0.118,0.854,1.517
401.892,31.317,0.585,0.194,0.389,317.146,6.701,0.12,0.239,0.118,0.273,1.783
301.038,184.137,0.833,0.369,0.692,583.256,11.293,0.148,0.237,0.207,0.801,1.44
148.547,122.394,0.194,0.59,0.643,199.471,12.685,0.323,0.138,0.133,0.716,0.478
452.264,129.672,0.121,0.174,0.662,128.06,18.411,0.379,0.019,0.166,0.14,0.258
271.732,126.884,0.115,0.281,0.61,261.665,19.157,0.18,0.084,0.155,2.331,0.205
407.385,90.533,0.659,0.051,0.539,671.146,10.069,0.199,0.197,0.171,1.229,0.853
