"MAXWATR_1","MAXWATR_2","FRACTEN","FRCHZNE","PERCRTE","PERCEXP","FRACLOWZ","BASERTE","QB_POWR","AXV_BEXP","LOGLAMB","TISHAPE","TIMEDELAY"
217.377,244.589,0.713,0.199,219.124,18.922,0.411,355.591,3.383,2.644,5.681,3.604,0.645
50.714,229.703,0.339,0.161,266.243,15.447,0.126,884.644,4.585,0.496,8.299,3.125,1.361
271.127,66.322,0.386,0.52,160.348,14.277,0.884,339.783,6.62,2.368,5.508,2.492,1.123
77.521,188.174,0.372,0.375,384.406,10.345,0.561,373.902,8.566,0.365,9.515,2.676,0.376
297.632,57.41,0.184,0.416,937.989,5.481,0.307,534.668,2.63,0.989,7.683,2.444,1.144
321.088,147.031,0.752,0.35,723.025,1.332,0.696,828.247,5.738,2.773,6.833,4.694,1.927
241.025,81.593,0.452,0.842,33.884,5.974,0.865,225.037,1.325,1.605,7.697,3.669,1.473
52.06,49.513,0.872,0.155,535.832,19.89,0.459,430.115,7.811,0.919,6.887,2.374,1.617
150.085,200.836,0.941,0.759,370.368,12.611,0.922,221.925,8.983,0.533,5.88,2.143,1.307
454.242,91.44,0.832,0.411,309.943,6.583,0.398,350.709,7.892,1.616,6.916,2.23,0.293
436.115,198.721,0.836,0.839,368.781,15.391,0.604,420.777,8.144,2.192,9.905,2.067,1.837
246.82,230.307,0.67,0.713,302.131,14.153,0.729,780.396,9.368,1.077,7.346,2.441,0.775
458.994,35.89,0.072,0.772,268.257,4.489,0.823,365.662,1.184,2.589,6.369,4.278,1.567
192.905,91.371,0.764,0.199,396.674,12.162,0.57,915.955,6.567,1.003,6.259,3.811,0.373
246.271,216.299,0.934,0.487,509.404,12.72,0.674,998.901,9.691,2.989,7.64,3.801,0.127
405.573,62.161,0.144,0.385,153.451,11.727,0.772,454.468,2.418,2.372,8.228,4.5,1.549
341.907,185.785,0.886,0.569,394.293,10.653,0.146,461.67,7.168,0.787,6.688,2.842,0.33
177.304,120.045,0.257,0.541,507.512,19.945,0.543,817.81,9.753,1.016,7.751,4.615,0.1
62.085,143.542,0.304,0.676,945.801,15.723,0.877,89.356,1.154,1.575,7.878,2.233,1.688
79.718,158.951,0.088,0.571,174.447,9.473,0.272,11.598,7.766,1.99,7.293,2.322,1.505
50.934,32.059,0.417,0.4,500.127,17.238,0.586,275.758,4.361,2.838,7.921,4.603,1.753
60.217,140.741,0.136,0.178,838.625,5.254,0.261,531.006,9.216,1.059,5.267,3.19,1.191
166.675,34.119,0.123,0.07,150.887,6.557,0.323,259.278,3.175,0.398,9.119,4.758,1.987
103.119,199.765,0.682,0.477,957.398,8.754,0.541,687.622,5.879,2.163,7.849,3.991,1.026
99.274,78.201,0.658,0.486,361.457,16.31,0.915,39.43,4.87,1.473,7.422,4.234,1.64
382.968,94.557,0.113,0.291,566.105,5.324,0.321,681.092,1.492,0.887,6.325,3.15,0.48
110.26,83.255,0.341,0.751,247.2,14.696,0.575,110.719,6.075,1.341,6.197,2.344,1.611
467.206,225.143,0.247,0.837,307.502,16.11,0.934,661.744,1.498,0.194,5.004,3.354,1.003
210.95,163.373,0.297,0.722,333.747,14.03,0.474,194.093,2.967,2.128,5.878,3.199,1.345
292.743,217.014,0.111,0.387,658.084,10.229,0.94,547.486,9.487,0.548,8.017,2.484,0.823
317.133,124.838,0.305,0.46,395.88,11.184,0.869,249.146,5.712,0.983,9.689,4.598,0.215
193.564,175.636,0.898,0.354,631.534,11.54,0.159,307.069,6.774,1.663,7.444,2.321,0.782
351.767,159.816,0.554,0.937,451.849,10.798,0.883,877.38,5.438,0.187,5.451,4.219,0.922
432.819,38.87,0.539,0.183,221.81,6.569,0.559,913.452,2.928,2.565,9.566,4.049,1.669
292.441,98.512,0.379,0.511,579.777,6.252,0.71,792.42,7.908,2.205,7.234,2.125,0.546
349.268,196.167,0.255,0.75,124.032,1.798,0.216,883.789,2.204,2.763,8.071,4.622,0.199
266.705,29.642,0.52,0.937,727.664,10.02,0.895,184.937,6.11,0.791,9.498,4.676,1.557
330.865,174.222,0.701,0.204,307.746,7.311,0.693,608.765,8.061,2.308,7.652,3.463,1.125
439.218,66.432,0.676,0.404,441.107,17.199,0.434,56.092,2.617,2.012,5.7,4.275,0.232
264.508,76.443,0.496,0.563,541.142,18.833,0.669,94.117,4.941,2.293,8.477,3.648,0.847
252.094,167.905,0.793,0.878,266.975,7.844,0.359,815.552,6.732,2.986,5.92,2.945,0.736
125.146,195.728,0.341,0.601,778.323,4.136,0.914,73.243,8.585,1.035,9.077,2.507,1.05
279.999,41.013,0.182,0.28,207.894,6.054,0.679,659.79,5.101,1.09,5.17,4.203,0.782
334.271,143.954,0.831,0.921,494.512,14.654,0.452,380.982,4.385,1.548,8.932,3.763,1.364
106.03,26.648,0.834,0.307,215.34,15.797,0.775,897.949,7.939,2.899,7.664,4.002,0.234
379.974,100.009,0.501,0.942,799.196,17.474,0.163,935.669,1.924,1.197,6.315,2.192,0.198
107.074,186.801,0.324,0.732,589.238,3.28,0.867,649.536,5.097,2.149,9.074,2.119,1.245
490.854,72.475,0.847,0.362,70.505,14.5,0.635,312.44,2.436,0.153,6.347,3.043,1.053
353.113,239.948,0.785,0.437,477.788,5.82,0.889,735.596,3.621,2.941,6.183,2.055,1.497
65.216,53.702,0.41,0.055,849.245,19.622,0.368,776.245,8.883,1.032,6.136,4.376,1.301
441.388,241.788,0.403,0.835,122.689,9.677,0.544,643.433,3.75,1.384,8.831,3.977,0.104
379.315,184.714,0.704,0.507,34.067,15.665,0.66,294.556,2.13,2.232,7.465,3.705,0.677
202.82,86.578,0.302,0.161,940.674,18.4,0.296,385.987,9.053,0.885,8.029,4.51,1.416
334.326,164.966,0.457,0.801,282.234,11.187,0.932,655.274,9.604,1.726,8.628,3.456,1.633
247.314,95.972,0.627,0.547,428.717,3.431,0.715,172.852,1.853,2.364,6.704,3.802,1.862
130.804,140.659,0.466,0.158,966.187,5.989,0.37,319.459,6.485,1.71,6.76,2.699,1.599
70.325,177.435,0.691,0.216,146.249,10.468,0.306,381.592,2.404,0.816,9.94,2.261,0.225
111.523,240.332,0.194,0.11,839.845,6.566,0.131,113.282,4.199,0.598,5.957,4.613,1.23
228.473,105.008,0.456,0.488,129.037,11.671,0.646,162.476,9.81,2.615,8.956,4.474,0.315
148.822,25.742,0.169,0.357,387.091,12.168,0.548,382.935,3.981,0.828,8.122,4.577,1.943
297.028,204.324,0.459,0.47,703.25,19.91,0.376,416.382,3.658,1.479,5.655,3.431,0.478
377.612,153.65,0.882,0.773,57.138,9.526,0.407,728.028,4.019,0.492,6.775,2.227,1.055
433.752,167.548,0.802,0.538,739.016,1.506,0.846,962.647,2.237,1.58,6.039,4.93,1.218
81.146,101.767,0.1,0.753,432.013,1.591,0.846,68.482,8.322,0.236,9.87,4.325,1.488
240.723,169.58,0.797,0.442,48.838,17.959,0.27,486.329,7.803,2.619,7.998,4.818,0.768
421.228,184.357,0.164,0.522,830.324,14.002,0.39,254.151,5.423,2.018,9.039,3.575,0.881
467.92,48.95,0.668,0.506,735.354,18.608,0.946,795.899,6.651,2.616,6.519,2.284,0.607
103.943,206.769,0.823,0.144,457.281,14.262,0.118,963.135,8.499,0.876,5.084,3.406,0.776
256.708,105.832,0.264,0.111,390.509,8.41,0.291,615.845,8.731,0.964,5.058,3.017,1.036
394.861,218.634,0.659,0.54,373.297,5.17,0.823,281.495,6.443,1.069,5.074,2.814,1.075
466.547,78.256,0.927,0.773,727.908,7.696,0.24,229.615,8.489,0.854,7.053,3.812,1.249
417.383,94.434,0.271,0.511,488.286,1.668,0.152,980.469,6.379,1.231,5.684,3.699,0.282
215.399,171.31,0.575,0.851,579.96,15.276,0.898,719.361,9.346,1.626,7.626,2.249,1.351
449.133,86.469,0.13,0.432,398.199,19.337,0.311,473.389,9.242,2.415,8.309,4.002,0.12
79.306,155.421,0.944,0.069,424.505,2.708,0.908,646.912,4.84,2.495,9.026,2.684,1.38
299.445,98.306,0.872,0.286,647.098,3.312,0.184,585.816,1.474,1.65,8.172,4.795,1
267.969,211.328,0.542,0.852,390.631,7.234,0.12,609.375,4.516,1.079,6.328,4.109,0.103
362.671,207.703,0.631,0.834,348.151,18.915,0.669,999.512,5.619,0.954,7.468,4.073,0.623
142.285,50.049,0.319,0.751,17.588,10.24,0.917,392.579,8.084,2.9,5.967,3.225,0.954
435.043,61.269,0.111,0.096,852.724,15.001,0.825,407.166,4.238,0.356,7.446,3.937,1.68
114.874,28.873,0.664,0.529,440.069,13.926,0.568,89.723,5.376,1.287,7.684,2.088,1.288
265.717,230.966,0.104,0.215,506.231,15.619,0.322,517.701,3.928,2.24,7.194,4.079,0.594
421.393,177.298,0.548,0.628,883.912,11.801,0.867,528.687,9.203,2.196,8.716,3.27,0.126
55.933,71.912,0.147,0.355,920.411,16.725,0.615,661.621,9.609,1.417,6.912,4.372,0.363
180.161,171.132,0.438,0.324,903.504,9.731,0.506,325.135,1.18,0.648,8.091,3.362,0.429
489.069,179.495,0.427,0.745,596.806,8.944,0.897,538.453,8.553,1.441,6.441,2.924,0.426
287.387,106.972,0.491,0.082,118.356,15.891,0.643,579.041,8.598,2.652,7.993,4.827,0.468
497.308,227.231,0.191,0.177,159.554,17.085,0.748,547.974,7.839,0.766,6.691,3.502,1.23
483.575,220.694,0.882,0.076,778.933,3.145,0.122,549.683,7.406,0.165,5.55,3.883,0.539
250.885,125.443,0.622,0.357,309.699,8.758,0.631,298.218,5.512,1.529,9.634,3.281,0.989
50.165,130.881,0.498,0.52,665.897,10.971,0.385,70.924,8.714,2.962,7.509,2.367,0.372
241.272,155.682,0.611,0.667,764.407,15.867,0.328,269.288,8.618,1.446,7.006,2.897,0.111
470.612,187.845,0.281,0.501,774.538,1.411,0.712,856.812,3.719,1.962,6.138,3.785,1.526
100.702,148.239,0.105,0.414,793.825,5.905,0.827,261.353,1.093,2.754,6.537,3.383,1.264
297.137,78.586,0.542,0.311,777.224,1.211,0.731,307.252,7.571,0.788,9.882,4.435,1.868
329.108,101.273,0.915,0.7,764.773,1.893,0.148,690.796,7.815,2.601,9.781,2.35,1.226
119.269,209.488,0.554,0.622,371.71,8.545,0.72,107.301,7.292,2.406,9.178,2.902,1.54
353.992,127.008,0.252,0.688,135.995,17.657,0.683,800.049,3.217,2.361,9.708,3.315,1.276
96.445,241.335,0.321,0.478,46.579,3.172,0.409,841.248,4.199,0.524,8.728,4.826,1.67
385.028,199.875,0.38,0.585,675.662,1.063,0.091,908.814,3.001,2.546,8.359,2.771,0.142
294.391,212.674,0.619,0.897,341.926,17.126,0.771,512.085,1.32,0.126,5.958,4.972,1.322
273.764,29.848,0.223,0.262,545.11,3.404,0.436,439.393,4.106,1.354,6.064,2.006,1.974
165.851,101.822,0.689,0.581,818.972,19.641,0.62,476.441,8.645,0.76,9.188,2.123,0.782
147.009,159.747,0.909,0.536,470.953,3.612,0.489,519.776,3.876,0.284,6.93,3.247,0.29
53.131,74.026,0.567,0.098,690.555,7.162,0.812,444.703,7.709,1.347,8.785,4.143,0.612
117.566,101.08,0.722,0.683,469.976,14.874,0.319,134.034,4.395,0.481,5.753,2.594,1.948
360.529,131.046,0.832,0.083,692.996,1.216,0.227,994.995,3.539,0.189,7.23,3.344,0.244
127.728,78.476,0.408,0.652,621.464,8.902,0.281,86.06,1.309,0.406,8.825,2.468,0.979
104.355,189.04,0.333,0.1,622.745,7.069,0.502,265.076,6.747,2.381,6.237,2.863,0.477
154.892,230.128,0.722,0.206,764.346,2.486,0.152,939.88,2.625,0.749,7.639,2.157,1.046
88.342,126.678,0.642,0.459,901.124,4.066,0.317,93.507,3.028,2.746,5.58,3.003,1.813
310.678,74.672,0.669,0.35,892.762,8.377,0.285,396.424,4.212,1.038,6.24,4.901,1.08
228.967,225.116,0.698,0.066,213.631,17.129,0.148,156.007,8.091,2.184,7.142,4.315,1.44
212.46,95.436,0.496,0.471,491.887,1.242,0.276,645.935,6.8,0.594,9.079,2.412,1.126
95.648,52.768,0.79,0.059,669.315,12.817,0.918,272.584,2.126,1.007,8.244,2.465,1.319
107.294,103.195,0.471,0.719,324.103,1.508,0.407,10.377,3.774,1.304,9.648,3.638,1.65
263.794,200.012,0.702,0.368,362.799,4.089,0.406,920.41,2.797,2.445,6.897,3.701,0.201
372.668,75.482,0.93,0.539,505.62,8.983,0.601,740.967,1.138,2.55,9.862,3.152,0.692
130.2,76.965,0.716,0.41,878.419,2.605,0.87,373.536,7.157,2.867,9.944,2.529,0.73
121.741,159.198,0.203,0.737,311.286,17.945,0.679,378.663,6.227,2.805,9.584,4.257,0.453
371.075,51.944,0.657,0.751,528.935,17.395,0.347,299.683,5.156,0.915,9.3,4.633,1.037
212.103,176.913,0.464,0.821,308.967,12.464,0.113,148.56,9.746,1.343,8.513,4.155,0.357
459.296,95.505,0.428,0.259,340.705,17.484,0.672,89.478,9.953,2.8,9.741,3.993,1.046
468.909,79.657,0.451,0.581,879.64,17.24,0.326,884.522,6.596,0.784,8.929,4.696,1.996
281.921,198.199,0.544,0.221,257.088,2.146,0.862,491.456,9.44,2.888,9.767,3.631,0.786
345.532,32.581,0.44,0.06,474.126,10.509,0.173,375.489,8.862,1.619,7.805,3.367,0.306
155.634,120.334,0.681,0.619,556.523,2.361,0.089,305.299,5.479,2.634,5.087,4.757,1.771
494.15,67.531,0.283,0.224,721.377,16.661,0.134,162.537,4.137,2.167,5.51,2.731,0.603
376.019,192.953,0.37,0.701,827.516,12.854,0.323,833.13,2.882,0.825,6.476,2.599,1.673
165.796,221.765,0.237,0.216,35.654,10.602,0.388,312.012,9.556,1.517,7.781,3.885,1.245
115.094,49.197,0.823,0.412,224.739,18.759,0.68,598.023,3.781,2.024,8.887,4.714,1.959
403.403,126.308,0.188,0.272,63.669,12.774,0.467,680.603,3.184,0.426,7.798,4.382,1.572
96.417,76.773,0.093,0.126,961.548,13.517,0.302,423.707,2.124,2.347,5.682,4.554,0.226
356.683,213.168,0.809,0.683,347.052,1.647,0.917,860.474,8.401,2.079,7.629,4.814,0.359
357.013,115.225,0.46,0.667,810.183,10.864,0.825,580.933,7.687,0.447,8.519,2.665,0.726
221.909,161.244,0.456,0.281,675.968,1.511,0.814,417.908,8.729,1.384,6.211,2.727,1.278
126.328,103.346,0.345,0.369,89.548,9.629,0.821,48.28,4.515,0.442,7.458,2.752,0.683
265.112,209.9,0.207,0.548,807.131,4.776,0.632,978.027,1.769,2.741,5.525,4.477,1.552
244.321,90.712,0.566,0.815,827.333,2.866,0.075,655.213,2.006,1.322,8.745,2.525,0.479
384.259,44.473,0.205,0.18,655.887,4.89,0.918,453.98,1.974,1.94,7.064,3.456,0.396
96.912,27.472,0.218,0.693,722.903,8.028,0.666,72.511,4.14,1.86,6.412,4.202,1.18
283.13,120.032,0.93,0.66,210.457,13.218,0.375,861.817,8.809,0.254,9.182,4.298,1.064
325.977,203.418,0.848,0.806,535.161,9.09,0.138,589.844,8.207,0.434,9.199,4.871,1.495
224.243,156.506,0.106,0.542,712.405,17.857,0.436,82.52,3.131,0.014,5.754,3.167,1.402
324.768,28.68,0.865,0.517,793.703,2.842,0.741,517.334,8.776,1.791,6.781,2.469,1.514
83.453,65.018,0.929,0.138,623.173,1.095,0.743,855.835,3.288,2.656,9.239,3.941,1.881
121.576,123.74,0.476,0.826,45.298,3.892,0.638,509.888,9.483,2.31,6.296,3.868,1.169
387.582,28.749,0.051,0.57,895.692,11.661,0.175,801.697,2.656,2.687,7.583,2.777,0.911
66.589,228.522,0.085,0.222,106.698,7.378,0.161,575.44,7.172,0.281,5.695,4.364,0.448
61.646,86.633,0.937,0.329,312.019,2.679,0.072,41.505,9.301,0.371,8.518,2.306,0.831
122.62,228.192,0.545,0.542,602.299,3.213,0.294,232.179,9.163,2.318,6.644,4.497,0.433
491.101,54.938,0.709,0.878,393.805,18.697,0.845,182.862,1.6,1.213,7.794,3.713,1.074
390.961,59.799,0.762,0.2,138.07,11.036,0.722,866.333,6.907,2.975,7.775,2.746,0.386
274.945,47.495,0.052,0.882,489.629,12.965,0.672,342.896,3.181,2.764,7.033,2.254,0.153
494.727,175.293,0.286,0.918,410.162,11.465,0.25,214.845,9.332,2.309,8.574,2.996,1.246
114.819,148.816,0.212,0.219,656.742,16.762,0.335,128.419,4.037,2.02,9.089,4.038,0.709
78.784,151.892,0.397,0.921,674.32,13.534,0.639,267.091,6.621,1.077,9.392,4.313,0.262
271.869,171.64,0.119,0.364,82.407,11.129,0.654,62.623,7.004,1.039,9.724,2.116,1.274
239.954,212.152,0.738,0.534,152.108,14.661,0.926,156.983,3.441,2.45,7.743,2.584,1.372
333.53,105.434,0.37,0.817,209.175,18.099,0.288,353.455,9.38,1.565,8.447,3.623,1.989
498.984,57.643,0.809,0.861,167.672,15.863,0.807,220.155,5.499,1.52,6.911,3.455,1.149
262.036,74.329,0.916,0.758,819.826,9.359,0.754,752.442,3.043,2.363,5.354,4.814,0.1
208.945,72.585,0.096,0.703,296.577,17.422,0.184,91.248,6.449,1.274,7.478,4.076,0.177
401.343,75.867,0.75,0.391,746.585,17.579,0.522,491.7,3.72,1.118,8.132,4.096,1.043
195.129,231.049,0.392,0.121,626.713,15.143,0.211,322.999,2.369,1.367,5.78,4.804,0.14
140.198,71.747,0.792,0.507,156.991,9.892,0.132,708.741,6.139,0.467,9.34,2.973,1.008
184.308,120.718,0.55,0.316,688.113,13.369,0.112,556.519,2.757,1.199,6.815,2.703,0.397
433.698,216.849,0.65,0.104,90.951,10.539,0.716,891.968,9.731,1.435,8.541,4.688,1.425
175.793,61.42,0.423,0.483,818.117,3.046,0.32,53.468,5.076,0.113,5.175,3.34,1.065
71.176,25.233,0.375,0.275,567.57,8.989,0.639,129.823,9.828,0.484,9.692,3.948,0.88
404.941,154.762,0.154,0.286,829.775,11.002,0.935,42.42,1.158,2.955,8.484,2.875,1.044
472.424,53.29,0.823,0.222,621.83,7.888,0.614,532.959,4.698,1.369,5.297,4.016,1.483
385.248,114.951,0.258,0.735,553.105,8.791,0.223,127.076,6.6,2.005,7.429,4.22,1.993
130.31,204.132,0.285,0.373,570.561,18.344,0.459,482.667,4.316,2.364,5.729,3.792,1.126
311.996,31.386,0.315,0.257,829.286,18.415,0.059,321.229,7.543,2.535,7.094,3.866,0.297
213.367,112.946,0.646,0.295,448.492,11.72,0.402,487.549,3.78,0.299,5.021,3.127,0.902
322.543,230.019,0.336,0.771,602.726,10.251,0.6,657.166,6.488,1.105,8.696,4.687,0.188
147.504,208.774,0.728,0.778,116.586,11.221,0.344,684.693,6.187,0.755,5.578,4.357,0.818
317.572,53.867,0.281,0.245,262.092,5.043,0.436,507.935,2.856,1.203,8.747,4.202,1.197
292.303,207.126,0.516,0.53,227.425,8.651,0.268,616.822,8.582,0.282,9.409,3.254,1.427
319.714,158.209,0.254,0.841,669.193,15.691,0.892,512.94,9.985,0.469,8.507,3.426,1.567
397.498,168.976,0.088,0.738,539.311,15.375,0.206,76.417,9.097,1.333,8.698,2.948,1.064
488.849,207.51,0.702,0.396,17.222,16.727,0.189,366.09,6.387,1.7,8.616,4.2,0.796
301.752,89.902,0.77,0.255,781.618,12.984,0.805,543.091,8.445,1.707,7.243,3.417,0.769
167.883,114.594,0.467,0.095,273.201,7.462,0.648,598.389,5.867,2.79,7.684,4.377,0.867
277.719,190.028,0.865,0.15,440.618,14.518,0.571,338.807,6.189,1.685,9.897,2.279,1.482
449.298,163.126,0.103,0.682,933.228,2.886,0.219,637.574,6.299,0.757,9.974,2.858,1.616
368.054,35.602,0.843,0.829,417.242,14.689,0.261,81.3,9.686,1.892,7.99,3.971,0.965
445.178,95.917,0.512,0.709,967.53,18.539,0.538,409.913,8.196,2.898,9.115,4.725,1.634
441.937,199.545,0.217,0.161,813.845,7.547,0.936,612.427,4.06,2.471,6.154,2.242,0.767
344.214,216.052,0.555,0.594,29.795,12.866,0.938,677.246,1.875,1.651,5.271,3.2,1.451
72.275,53.468,0.789,0.73,908.875,13.099,0.753,600.037,2.45,1.23,9.572,2.544,1.225
305.872,249.506,0.416,0.631,91.562,12.1,0.594,436.28,8.802,0.464,9.823,2.191,0.365
261.432,95.56,0.319,0.097,801.882,2.375,0.526,321.656,2.489,2.442,7.33,4.57,1.471
192.053,138.104,0.343,0.54,905.03,7.851,0.145,97.413,5.384,1.211,9.427,4.163,1.51
76.889,156.41,0.166,0.318,357.611,16.466,0.267,251.893,6.919,0.417,6.377,3.694,1.352
319.769,52.328,0.707,0.363,452.52,15.229,0.21,708.13,8.507,2.699,9.601,4.474,0.429
106.113,86.208,0.161,0.602,71.97,1.651,0.211,409.608,6.994,2.463,6.491,2.476,0.375
296.835,221.999,0.103,0.414,554.387,7.18,0.894,458.436,2.863,0.782,7.517,4.474,1.499
187.384,30.411,0.711,0.798,968.384,6.077,0.187,766.48,4.787,1.378,8.001,3.268,1.764
196.667,240.826,0.121,0.933,911.378,19.995,0.098,864.502,1.758,2.132,7.062,2.184,0.619
439.575,62.903,0.21,0.579,690.921,8.542,0.252,936.035,8.844,0.43,5.256,2.716,1.103
371.762,36.659,0.209,0.7,555.852,19.454,0.699,391.541,9.16,2.839,5.805,2.39,1.338
493.353,148.788,0.126,0.709,433.966,5.339,0.9,773.56,6.371,0.969,7.888,4.53,0.606
84.113,93.472,0.202,0.72,12.339,14.779,0.116,60.426,1.526,0.11,5.818,2.949,1.26
195.349,90.753,0.077,0.327,504.155,16.934,0.132,603.76,5.546,0.079,9.694,2.234,1.989
446.442,45.242,0.076,0.333,425.909,17.906,0.576,303.101,9.669,1.631,5.128,3.864,0.657
58.899,197.211,0.291,0.059,202.889,6.423,0.543,918.701,5.094,2.813,9.52,2.291,0.416
61.206,30.603,0.615,0.421,666.507,8.635,0.674,399.903,5.003,2.132,6.853,3.211,1.583
126.959,184.769,0.603,0.696,573.369,1.67,0.594,61.891,9.608,1.511,9.918,4.635,0.845
101.691,169.058,0.223,0.305,301.399,4.537,0.545,958.862,2.44,1.68,9.998,2.504,1.151
325.043,63.754,0.057,0.409,198.616,1.796,0.263,477.662,3.831,0.509,9.152,3.478,1.649
471.49,75.784,0.645,0.373,620.243,13.248,0.862,671.265,2.998,1.745,9.839,4.776,1.747
305.157,171.915,0.588,0.619,769.167,17.284,0.633,770.386,8.478,1.811,7.122,3.585,1.88
254.868,159.267,0.77,0.794,382.025,9.546,0.349,163.026,4.607,1.72,6.049,4.001,1.086
310.239,243.202,0.065,0.641,348.822,14.333,0.667,473.572,7.297,2.265,5.473,4.98,0.444
60.41,158.278,0.28,0.581,626.652,8.33,0.499,901.795,8.33,0.565,8.874,4.047,1.199
312.244,41.974,0.114,0.529,635.013,14.151,0.299,199.464,5.634,2.088,8.141,2.99,0.337
216.498,143.076,0.146,0.397,928.101,1.666,0.561,2.076,3.225,2.38,8.054,3.845,0.75
77.548,128.175,0.146,0.22,623.722,15.845,0.672,893.005,6.141,2.952,7.404,2.204,1.761
266.293,33.144,0.449,0.433,977.722,3.126,0.263,532.166,3.113,0.73,6.821,4.312,1.432
495.825,147.278,0.772,0.466,65.927,6.167,0.364,561.036,3.219,1.555,8.381,4.591,0.854
462.042,62.711,0.599,0.857,649.051,17.08,0.583,861.206,4.936,0.285,9.119,4.367,1.595
282.8,218.854,0.363,0.69,634.037,4.038,0.467,579.346,7.278,1.535,9.464,2.149,1.932
445.508,52.246,0.44,0.229,925.782,5.23,0.096,42.97,6.941,1.418,7.871,2.762,1.401
131.381,202.992,0.55,0.272,463.079,13.572,0.897,44.862,3.298,1.811,7.92,2.205,0.753
92.023,26.236,0.246,0.757,592.411,19.195,0.909,609.253,9.7,2.798,8.289,4.724,0.58
483.163,97.194,0.897,0.323,874.696,17.125,0.508,356.873,4.902,0.758,7.087,4.873,0.333
72.412,28.735,0.728,0.678,317.39,16.753,0.907,752.93,1.343,1.949,9.351,3.046,1.998
425.018,77.487,0.05,0.359,651.249,14.329,0.118,67.994,2.341,2.537,8.911,2.885,0.568
104.053,107.837,0.917,0.503,606.449,19.276,0.366,26.368,4.788,1.831,5.874,2.647,1.765
485.278,173.645,0.174,0.206,573.735,5.722,0.484,568.848,6.243,2.515,6.077,3.255,1.336
134.21,216.08,0.105,0.279,498.662,11.476,0.149,140.504,8.856,0.455,6.883,4.443,0.891
219.519,236.432,0.546,0.704,55.918,13.241,0.425,313.721,6.574,0.645,6.417,4.633,1.279
414.362,47.22,0.618,0.388,399.542,3.786,0.825,731.812,7.094,0.088,8.013,3.41,0.282
387.115,33.597,0.363,0.766,932.74,9.686,0.805,983.765,2.436,1.183,5.777,3.838,0.876
