"MAXWATR_1","MAXWATR_2","FRACTEN","FRCHZNE","RTFRAC1","PERCRTE","PERCEXP","FRACLOWZ","BASERTE","QB_POWR","AXV_BEXP","LOGLAMB","TISHAPE","TIMEDELAY"
62.085,143.542,0.304,0.676,0.901,774.905,18.451,0.13,17.091,5.724,1.727,5.388,4.53,1.768
79.718,158.951,0.088,0.571,0.207,445.928,5.692,0.06,751.831,6.969,1.376,5.536,4.254,1.037
50.934,32.059,0.417,0.4,0.5,854.616,12.325,0.298,373.414,9.513,1.753,9.338,4.628,0.139
60.217,140.741,0.136,0.178,0.805,223.885,5.448,0.528,912.842,4.175,0.161,6.984,3.781,0.473
166.675,34.119,0.123,0.07,0.186,292.488,6.761,0.283,241.7,2.191,2.471,9.597,4.981,1.056
103.119,199.765,0.682,0.477,0.912,408.087,11.374,0.669,542.115,7.49,1.71,8.318,3.531,1.29
99.274,78.201,0.658,0.486,0.375,805.788,19.265,0.085,430.054,5.418,1.454,8.723,4.458,0.228
110.26,83.255,0.341,0.751,0.272,720.828,12.084,0.15,563.843,5.022,0.719,5.573,4.414,0.821
467.206,225.143,0.247,0.837,0.327,795.29,19.659,0.646,55.299,1.579,0.004,7.256,3.497,0.905
210.95,163.373,0.297,0.722,0.35,685.794,9.957,0.225,218.507,7.383,0.527,6.998,4.012,0.382
292.743,217.014,0.111,0.387,0.642,485.723,19.789,0.543,942.993,2.642,1.811,5.806,3.225,0.122
317.133,124.838,0.305,0.46,0.406,536.015,18.295,0.274,523.56,3.948,2.814,9.329,2.309,0.814
193.564,175.636,0.898,0.354,0.618,554.753,3.297,0.326,641.541,5.988,1.467,5.535,3.163,0.752
351.767,159.816,0.554,0.937,0.457,515.691,18.586,0.84,493.104,1.559,0.272,8.699,3.374,0.674
432.819,38.87,0.539,0.183,0.25,293.098,11.75,0.872,214.234,8.696,2.74,8.415,4.502,1.408
292.441,98.512,0.379,0.511,0.572,276.435,14.931,0.763,767.517,7.614,1.341,5.208,2.809,1.232
349.268,196.167,0.255,0.75,0.162,42.002,4.507,0.845,133.79,9.288,1.843,9.37,2.284,1.878
266.705,29.642,0.52,0.937,0.705,474.737,18.838,0.216,567.749,3.37,2.699,9.46,4.332,0.766
330.865,174.222,0.701,0.204,0.327,332.16,14.57,0.598,784.546,7.922,1.592,7.438,3.681,1.299
439.218,66.432,0.676,0.404,0.447,852.602,9.105,0.1,179.627,7.034,0.421,8.792,2.334,0.831
477.863,177.847,0.09,0.158,0.399,850.221,14.264,0.217,683.472,4.701,2.366,7.206,2.01,0.94
264.508,76.443,0.496,0.563,0.537,938.599,14.069,0.135,437.867,7.879,2.087,7.746,3.262,0.337
252.094,167.905,0.793,0.878,0.29,360.236,7.534,0.784,636.841,9.959,0.553,6.575,3.095,0.9
125.146,195.728,0.341,0.601,0.75,165.047,19.239,0.116,842.774,4.103,2.446,5.845,3.567,1.508
279.999,41.013,0.182,0.28,0.237,265.999,14.278,0.644,455.689,4.268,0.103,8.672,3.163,0.357
334.271,143.954,0.831,0.921,0.495,718.631,9.482,0.393,376.099,5.644,2.36,7.938,4.041,1.341
106.03,26.648,0.834,0.307,0.244,778.811,16.298,0.858,770.996,9.697,1.599,8.337,2.338,1.34
379.974,100.009,0.501,0.942,0.769,867.067,3.396,0.892,102.662,4.589,0.79,5.32,2.283,0.517
107.074,186.801,0.324,0.732,0.58,120.004,18.258,0.635,455.201,7.446,2.445,5.198,3.862,1.634
490.854,72.475,0.847,0.362,0.113,710.513,13.345,0.331,159.608,1.458,0.809,6.739,3.572,1.757
353.113,239.948,0.785,0.437,0.48,253.67,18.706,0.712,291.26,9.822,0.71,5.092,4.242,1.727
65.216,53.702,0.41,0.055,0.814,980.103,7.714,0.749,875.855,4.095,0.682,8.959,3.946,1.055
441.388,241.788,0.403,0.835,0.16,456.67,11.425,0.629,305.543,5.15,2.299,8.295,2.142,1.008
379.315,184.714,0.704,0.507,0.081,771.853,13.87,0.315,125.611,7.696,1.48,7.842,3.005,1.915
202.82,86.578,0.302,0.161,0.897,915.772,6.2,0.397,894.775,3.652,1.818,9.183,4.119,0.806
334.326,164.966,0.457,0.801,0.304,536.137,19.61,0.64,956.055,6.177,2.177,7.427,4.446,0.723
247.314,95.972,0.627,0.547,0.436,127.938,15.046,0.206,94.727,8.093,1.023,8.003,4.792,1.707
130.804,140.659,0.466,0.158,0.92,262.581,7.756,0.338,609.497,6.127,1.056,6.165,4.395,0.363
70.325,177.435,0.691,0.216,0.182,498.296,6.395,0.393,156.007,3.446,2.964,5.436,2.324,1.999
111.523,240.332,0.194,0.11,0.806,292.976,2.707,0.152,355.469,2.793,0.575,9.355,3.84,1.028
228.473,105.008,0.456,0.488,0.166,561.65,13.587,0.196,978.882,8.845,2.374,9.123,2.46,1.048
148.822,25.742,0.169,0.357,0.398,587.773,11.523,0.395,331.177,3.482,1.874,9.295,4.914,1.648
297.028,204.324,0.459,0.47,0.683,995.239,7.872,0.425,295.289,5.435,0.394,7.385,2.706,1.476
179.941,42.262,0.604,0.736,0.347,26.438,10.181,0.538,517.518,5.364,0.591,8.958,2.059,0.734
377.612,153.65,0.882,0.773,0.101,448.736,8.542,0.705,335.45,2.472,1.066,5.378,3.575,0.621
433.752,167.548,0.802,0.538,0.715,26.621,17.806,0.916,137.452,5.74,0.624,9.884,3.822,0.663
81.146,101.767,0.1,0.753,0.439,31.138,17.794,0.112,813.599,1.706,2.922,8.875,4.228,1.217
240.723,169.58,0.797,0.442,0.094,892.579,5.639,0.488,755.86,8.857,1.799,9.697,3.143,1.973
152.612,41.15,0.432,0.323,0.551,948.731,18.042,0.255,835.449,6.972,2.565,7.878,2.075,1.616
421.228,184.357,0.164,0.522,0.797,684.329,8.185,0.279,491.456,7.053,2.424,7.626,3.313,1.08
373.877,159.253,0.093,0.912,0.801,159.188,10.89,0.177,250.977,8.374,1.304,8.472,2.073,1.271
467.92,48.95,0.668,0.506,0.712,926.759,19.907,0.766,627.93,8.849,0.912,5.474,2.899,0.443
103.943,206.769,0.823,0.144,0.462,698.001,2.433,0.917,833.252,3.626,0.052,7.343,3.155,1.411
256.708,105.832,0.264,0.111,0.401,390.021,6.096,0.604,859.009,3.891,0.036,6.695,3.547,0.522
394.861,218.634,0.659,0.54,0.386,219.49,17.314,0.303,604.737,4.206,0.046,6.356,3.606,0.373
466.547,78.256,0.927,0.773,0.705,352.423,5.01,0.257,832.153,3.561,1.232,8.021,3.868,1.102
417.383,94.434,0.271,0.511,0.489,35.166,3.152,0.932,597.657,4.691,0.411,7.832,2.41,0.391
215.399,171.31,0.575,0.851,0.572,751.345,18.898,0.697,927.368,5.877,1.576,5.416,4.022,1.583
449.133,86.469,0.13,0.432,0.408,965.088,6.506,0.476,915.772,8.244,1.986,8.336,2.166,0.191
79.306,155.421,0.944,0.069,0.432,89.914,19.106,0.632,426.697,8.484,2.416,6.14,4.066,0.993
299.445,98.306,0.872,0.286,0.632,121.713,3.837,0.577,52.613,5.949,1.904,9.658,3.492,1.698
267.969,211.328,0.542,0.852,0.402,328.132,2.484,0.598,390.626,4.234,0.798,8.516,2.141,1.72
362.671,207.703,0.631,0.834,0.363,942.872,14.072,0.95,513.184,3.861,1.481,8.455,2.924,1.791
142.285,50.049,0.319,0.751,0.066,486.333,19.295,0.403,787.11,9.701,0.581,7.041,3.424,1.164
435.043,61.269,0.111,0.096,0.817,736.88,17.371,0.416,359.803,2.064,1.468,8.228,4.518,0.469
114.874,28.873,0.664,0.529,0.446,680.301,11.926,0.131,486.207,4.859,1.611,5.146,3.926,1.255
265.717,230.966,0.104,0.215,0.506,769.411,6.736,0.516,325.318,7.718,1.317,8.465,2.881,1.753
421.393,177.298,0.548,0.628,0.846,568.486,18.244,0.526,911.499,7.589,2.23,7.116,2.175,0.953
55.933,71.912,0.147,0.355,0.878,827.638,12.921,0.645,956.543,5.25,1.148,8.953,2.532,1.313
125.668,75.331,0.505,0.94,0.536,799.379,1.934,0.81,172.303,8.252,1.656,8.54,2.081,0.593
180.161,171.132,0.438,0.324,0.863,459.539,10.617,0.343,19.959,2.943,1.855,7.271,2.632,0.586
489.069,179.495,0.427,0.745,0.587,418.097,18.875,0.535,839.234,5.321,0.865,6.54,2.627,1.159
287.387,106.972,0.491,0.082,0.157,783.755,13.512,0.571,844.177,8.955,1.796,9.712,2.69,1.557
497.308,227.231,0.191,0.177,0.194,846.559,15.735,0.543,759.888,3.297,1.015,7.503,3.839,0.873
483.575,220.694,0.882,0.076,0.751,112.924,2.519,0.545,711.792,1.493,0.331,8.139,2.798,0.2
250.885,125.443,0.622,0.357,0.329,408.331,13.272,0.318,501.343,5.585,2.781,7.136,3.476,1.442
50.165,130.881,0.498,0.52,0.649,524.785,8.062,0.114,857.056,9.885,1.506,5.611,2.545,1.909
241.272,155.682,0.611,0.667,0.738,782.473,6.859,0.292,846.436,5.335,1.204,6.495,2.152,1.025
470.612,187.845,0.281,0.501,0.747,21.616,14.979,0.821,302.125,6.885,0.684,7.975,4.285,1.792
100.702,148.239,0.105,0.414,0.764,258.186,17.395,0.285,10.377,9.261,0.923,7.305,3.89,1.647
297.137,78.586,0.542,0.311,0.749,11.118,15.373,0.327,730.103,3.363,2.929,9.058,4.801,1.82
329.108,101.273,0.915,0.7,0.738,47.007,3.067,0.672,757.202,8.801,2.869,5.583,3.834,1.54
119.269,209.488,0.554,0.622,0.385,397.101,15.155,0.147,699.097,8.217,2.507,6.503,4.307,1.407
353.992,127.008,0.252,0.688,0.172,876.71,14.364,0.77,246.339,8.082,2.825,7.191,3.908,0.853
96.445,241.335,0.321,0.478,0.092,114.328,8.585,0.807,355.408,2.569,2.237,9.71,4.502,1.243
385.028,199.875,0.38,0.585,0.658,3.306,1.865,0.868,222.291,8.637,2.016,6.285,2.2,1.214
294.391,212.674,0.619,0.897,0.358,848.756,16.222,0.511,35.523,1.375,0.575,9.953,3.977,0.469
273.764,29.848,0.223,0.262,0.541,126.535,9.151,0.445,345.154,5.061,0.639,5.01,4.961,0.3
165.851,101.822,0.689,0.581,0.787,981.079,13.04,0.479,849.487,3.277,2.513,5.204,3.164,0.423
147.009,159.747,0.909,0.536,0.474,137.46,10.263,0.518,319.581,1.85,1.159,7.079,2.423,1.982
457.016,191.786,0.239,0.903,0.636,531.804,16.592,0.292,553.162,2.75,0.619,5.738,2.087,0.193
53.131,74.026,0.567,0.098,0.671,324.348,17.094,0.45,745.484,5.04,2.271,8.571,2.908,0.723
117.566,101.08,0.722,0.683,0.473,730.227,6.682,0.171,377.198,2.439,0.453,5.99,4.922,0.313
360.529,131.046,0.832,0.083,0.674,11.362,4.746,0.945,282.105,1.564,1.338,7.241,2.353,0.122
127.728,78.476,0.408,0.652,0.609,415.899,5.882,0.127,34.303,2.216,2.295,5.779,3.461,1.679
104.355,189.04,0.333,0.1,0.61,319.404,10.552,0.289,638.611,8.142,0.743,6.438,2.703,1.457
154.892,230.128,0.722,0.206,0.738,78.195,3.149,0.896,180.604,3.246,1.584,5.262,3.562,0.55
88.342,126.678,0.642,0.459,0.861,161.385,6.636,0.134,225.343,9.238,0.349,6.671,4.718,1.344
310.678,74.672,0.669,0.35,0.853,388.251,5.96,0.407,356.873,4.112,0.745,9.834,3.613,1.738
228.967,225.116,0.698,0.066,0.242,848.878,3.073,0.19,787.842,7.55,1.286,8.859,4.156,0.722
212.46,95.436,0.496,0.471,0.493,12.766,5.765,0.631,644.471,2.78,2.448,5.686,3.682,1.072
107.294,103.195,0.471,0.719,0.342,26.743,8.545,0.059,308.228,4.91,2.789,7.73,4.473,0.794
263.794,200.012,0.702,0.368,0.377,162.606,8.524,0.878,199.708,8.334,1.139,7.834,2.289,1.435
372.668,75.482,0.93,0.539,0.505,420.172,12.629,0.717,15.382,8.649,2.917,6.92,3.028,1.781
130.2,76.965,0.716,0.41,0.841,84.482,18.321,0.386,684.082,9.6,2.966,5.881,3.085,1.902
121.741,159.198,0.203,0.737,0.33,891.847,14.281,0.391,580.811,9.413,2.75,8.761,2.667,0.683
371.075,51.944,0.657,0.751,0.526,862.916,7.269,0.32,461.793,3.743,2.58,9.389,3.548,0.697
212.103,176.913,0.464,0.821,0.328,603.398,2.32,0.184,971.802,5.029,2.108,8.592,2.523,0.311
459.296,95.505,0.428,0.259,0.357,867.555,14.13,0.131,994.751,9.401,2.844,8.321,3.562,0.434
468.909,79.657,0.451,0.581,0.842,854.738,6.822,0.846,621.827,3.349,2.358,9.493,4.993,0.881
281.921,198.199,0.544,0.221,0.281,60.312,18.149,0.492,937.744,9.664,2.86,7.719,3.17,1.529
345.532,32.581,0.44,0.06,0.477,500.493,3.588,0.388,873.535,5.856,1.684,7.278,2.447,0.437
155.634,120.334,0.681,0.619,0.551,71.665,1.828,0.325,497.681,8.9,0.053,9.595,4.655,0.821
494.15,67.531,0.283,0.224,0.699,824.282,2.778,0.196,348.572,7.5,0.307,6.219,2.894,1.397
376.019,192.953,0.37,0.701,0.795,623.905,6.754,0.8,209.107,3.473,0.887,5.999,4.507,0.212
165.796,221.765,0.237,0.216,0.082,505.376,8.134,0.331,950.684,5.548,1.669,8.142,3.862,1.169
115.094,49.197,0.823,0.412,0.252,934.693,14.292,0.588,308.961,7.07,2.333,9.523,4.938,0.92
403.403,126.308,0.188,0.272,0.107,619.694,9.801,0.663,242.616,2.275,1.679,8.97,4.354,0.827
96.417,76.773,0.093,0.126,0.915,658.817,6.323,0.431,124.879,8.041,0.41,9.257,2.326,0.621
356.683,213.168,0.809,0.683,0.362,34.067,19.297,0.824,822.388,7.235,1.578,9.691,2.526,1.494
357.013,115.225,0.46,0.667,0.779,519.17,17.363,0.573,743.042,2.337,2.112,6.108,3.079,0.884
221.909,161.244,0.456,0.281,0.658,26.926,17.13,0.426,858.826,5.149,0.727,6.211,3.912,1.843
126.328,103.346,0.345,0.369,0.131,454.168,17.269,0.093,390.565,2.323,1.475,6.253,3.014,0.629
265.112,209.9,0.207,0.548,0.776,198.738,13.292,0.93,85.45,9.222,0.316,9.128,4.325,1.119
244.321,90.712,0.566,0.815,0.795,98.215,1.525,0.64,111.756,4.964,2.247,5.874,2.708,0.621
384.259,44.473,0.205,0.18,0.64,204.72,19.33,0.459,108.277,6.819,1.239,7.426,2.581,0.639
96.912,27.472,0.218,0.693,0.701,369.879,14.011,0.115,348.878,6.579,0.848,8.671,3.764,0.26
283.13,120.032,0.93,0.66,0.239,643.07,7.856,0.826,867.676,1.76,2.509,8.831,3.589,1.086
325.977,203.418,0.848,0.806,0.532,425.787,2.855,0.581,800.781,2.301,2.52,9.785,4.238,0.733
224.243,156.506,0.106,0.542,0.691,887.208,9.155,0.124,236.817,1.04,0.453,6.946,4.099,1.859
324.768,28.68,0.865,0.517,0.764,96.933,15.579,0.516,864.014,6.372,1.069,5.782,4.267,0.524
83.453,65.018,0.929,0.138,0.611,5.015,15.628,0.82,254.273,8.968,2.543,8.234,4.821,1.153
121.576,123.74,0.476,0.826,0.091,152.23,13.415,0.509,942.505,7.929,0.778,8.113,3.748,1.893
387.582,28.749,0.051,0.57,0.856,561.101,3.641,0.772,184.022,9.06,1.55,6.294,3.358,1.378
66.589,228.522,0.085,0.222,0.146,335.7,3.343,0.568,685.791,1.842,0.418,8.939,2.66,1.082
61.646,86.633,0.937,0.329,0.331,88.388,1.473,0.087,922.363,2.112,2.111,5.51,3.238,1.568
122.62,228.192,0.545,0.542,0.592,116.464,6.154,0.259,906.983,7.954,0.987,9.161,2.638,1.06
491.101,54.938,0.709,0.878,0.404,931.397,17.778,0.215,66.651,4.636,1.677,7.855,3.603,1.832
390.961,59.799,0.762,0.2,0.174,528.203,15.178,0.83,656.372,9.924,1.666,6.243,2.567,1.763
274.945,47.495,0.052,0.882,0.491,629.764,14.139,0.359,242.31,9.291,1.22,5.423,2.216,0.503
494.727,175.293,0.286,0.918,0.419,550.786,5.23,0.243,925.781,7.926,2.145,6.66,3.863,0.484
78.784,151.892,0.397,0.921,0.657,659.671,13.441,0.29,624.512,4.23,2.635,8.855,2.379,1.165
271.869,171.64,0.119,0.364,0.124,533.086,13.749,0.106,667.115,4.115,2.834,5.193,3.906,1.539
239.954,212.152,0.738,0.534,0.187,718.997,19.494,0.191,271.241,8.35,1.646,5.973,4.053,0.199
333.53,105.434,0.37,0.817,0.238,899.964,6.034,0.368,931.091,5.694,2.068,7.705,4.984,1.217
498.984,57.643,0.809,0.861,0.201,782.29,16.972,0.248,499.939,5.558,1.147,7.425,3.717,1.096
262.036,74.329,0.916,0.758,0.788,439.947,15.872,0.727,227.052,8.088,0.213,9.69,2.136,1.676
208.945,72.585,0.096,0.703,0.317,864.32,3.835,0.132,605.408,4.819,1.487,8.46,2.252,1.741
401.343,75.867,0.75,0.391,0.722,872.56,10.955,0.493,302.247,4.353,1.88,8.494,3.557,0.532
195.129,231.049,0.392,0.121,0.614,744.387,4.391,0.341,152.1,5.098,0.469,9.674,2.196,1.929
140.198,71.747,0.792,0.507,0.191,468.023,2.74,0.688,571.045,2.4,2.604,6.622,3.505,0.858
184.308,120.718,0.55,0.316,0.669,651.004,2.315,0.551,195.191,4.596,1.089,6.171,2.584,1.57
433.698,216.849,0.65,0.104,0.132,502.08,15.053,0.853,970.093,5.303,2.125,9.479,4.132,1.256
175.793,61.42,0.423,0.483,0.786,107.675,6.692,0.098,452.881,1.336,0.106,7.233,3.59,1.159
71.176,25.233,0.375,0.275,0.561,420.477,13.437,0.167,980.896,2.451,2.815,8.247,3.311,0.726
404.941,154.762,0.154,0.286,0.797,526.433,19.681,0.088,17.518,9.864,2.09,6.458,3.559,1.729
472.424,53.29,0.823,0.222,0.61,362.555,12.907,0.53,410.889,5.107,0.179,8.361,4.22,0.119
385.248,114.951,0.258,0.735,0.548,410.04,4.658,0.164,622.193,7.015,1.458,8.699,4.99,1.411
130.31,204.132,0.285,0.373,0.564,912.843,9.633,0.484,368.409,8.091,0.438,7.987,3.682,1.31
311.996,31.386,0.315,0.257,0.796,916.566,1.191,0.339,726.99,8.603,1.257,8.111,2.432,1.169
213.367,112.946,0.646,0.295,0.454,564.213,8.427,0.489,308.839,1.894,0.013,6.879,3.345,0.231
322.543,230.019,0.336,0.771,0.592,486.883,12.621,0.641,609.803,4.314,2.218,9.478,2.268,0.966
147.504,208.774,0.728,0.778,0.155,537.968,7.2,0.666,576.294,3.262,0.348,8.929,3.218,0.943
317.572,53.867,0.281,0.245,0.286,212.776,9.148,0.507,206.178,4.607,2.248,8.67,3.789,0.902
292.303,207.126,0.516,0.53,0.255,402.716,5.595,0.605,842.407,1.843,2.645,7.09,4.136,0.442
319.714,158.209,0.254,0.841,0.652,773.196,18.78,0.512,998.291,2.404,2.105,7.377,4.347,1.207
397.498,168.976,0.088,0.738,0.535,756.594,4.289,0.119,899.658,4.997,2.219,6.581,3.589,1.994
488.849,207.51,0.702,0.396,0.065,827.761,3.929,0.379,598.511,6.099,2.17,8.666,3.185,1.187
301.752,89.902,0.77,0.255,0.753,630.741,16.941,0.539,827.271,6.119,1.346,7.361,3.144,1.671
167.883,114.594,0.467,0.095,0.296,340.094,13.631,0.589,540.772,9.369,1.611,8.961,3.291,1.435
277.719,190.028,0.865,0.15,0.447,711.49,11.99,0.355,576.6,6.054,2.938,5.464,4.219,0.271
449.298,163.126,0.103,0.682,0.89,99.252,4.56,0.624,588.746,3.269,2.984,6.43,4.421,1.611
368.054,35.602,0.843,0.829,0.426,720.462,5.458,0.123,965.088,6.676,1.794,8.285,3.439,0.542
445.178,95.917,0.512,0.709,0.921,923.096,11.312,0.419,799.561,9.695,2.469,9.542,4.448,0.372
441.937,199.545,0.217,0.161,0.782,344.611,19.705,0.601,339.966,8.412,0.693,5.403,3.141,1.988
344.214,216.052,0.555,0.594,0.077,624.515,19.75,0.66,97.169,5.953,0.164,7,4.172,1.158
72.275,53.468,0.789,0.73,0.868,636.783,15.84,0.59,161.073,4.688,2.744,5.906,3.831,1.521
305.872,249.506,0.416,0.631,0.132,584.233,12.481,0.443,866.943,2.391,2.894,5.319,2.535,1.175
261.432,95.56,0.319,0.097,0.772,72.397,11.045,0.339,165.406,8.327,1.398,9.284,4.203,1.52
192.053,138.104,0.343,0.54,0.865,360.602,2.999,0.138,487.061,4.632,2.657,8.605,4.261,0.248
76.889,156.41,0.166,0.318,0.372,814.028,5.589,0.277,657.654,2.249,0.827,7.823,4.023,1.668
319.769,52.328,0.707,0.363,0.457,748.904,4.379,0.687,834.107,9.098,2.761,9.124,2.632,0.461
106.113,86.208,0.161,0.602,0.115,34.25,4.392,0.419,665.955,8.388,0.896,5.794,2.551,1.714
296.835,221.999,0.103,0.414,0.549,325.263,18.828,0.463,206.971,3.343,1.511,9.124,4.244,1.694
187.384,30.411,0.711,0.798,0.922,267.219,3.892,0.74,420.777,5.132,1.801,7.114,4.644,0.266
196.667,240.826,0.121,0.933,0.87,999.756,2.007,0.828,84.229,7.396,1.238,5.306,2.918,0.289
439.575,62.903,0.21,0.579,0.672,396.979,5.258,0.892,871.582,2.288,0.155,6.194,3.648,1.031
371.762,36.659,0.209,0.7,0.55,971.253,14.699,0.402,906.677,9.517,0.484,5.65,4.003,0.935
493.353,148.788,0.126,0.709,0.441,228.401,18.945,0.746,596.802,3.904,1.733,9.217,2.898,1.057
84.113,93.472,0.202,0.72,0.061,725.222,2.389,0.104,58.473,1.326,0.492,6.581,3.885,1.189
195.349,90.753,0.077,0.327,0.504,838.625,2.73,0.593,505.127,1.235,2.816,5.389,4.983,1.691
446.442,45.242,0.076,0.333,0.433,889.772,12.103,0.323,963.257,5.892,0.078,8.107,2.975,1.141
58.899,197.211,0.291,0.059,0.233,285.408,11.405,0.877,454.835,9.44,2.712,5.485,2.612,1.264
61.206,30.603,0.615,0.421,0.65,401.861,14.183,0.41,444.825,7.394,1.112,7.019,4.372,0.652
312.793,196.826,0.4,0.235,0.646,521.489,14.916,0.667,626.953,8.26,1.155,7.061,2.123,0.675
101.691,169.058,0.223,0.305,0.321,186.165,11.444,0.913,160.035,6.037,2.999,5.839,3.721,0.956
325.043,63.754,0.057,0.409,0.229,41.88,5.493,0.48,314.576,2.524,2.492,7.464,4.472,1.603
471.49,75.784,0.645,0.373,0.608,644.657,18.133,0.654,222.047,6.235,2.904,9.626,4.619,0.677
305.157,171.915,0.588,0.619,0.742,857.057,13.318,0.743,830.933,6.433,1.274,7.641,4.819,1.999
